DOC_ID,CENTRE,STATUS,TYPE,PLACE_ID,LOCATION,DATE
YnknBtpCPvFm87e09hlq,LE FIVE Créteil,played,captain,ChIJ88lx3VwL5kcRVxCh4lD6_Gk,48.7643086&2.4706522,2023-11-15T17:45:00.000Z
Yno31w08dOTLNUTh9pps,FOOT INDOOR Marseille,played,captain,ChIJ41AMCxC8yRIRLHLGt11sc-U,43.2859688&5.4882746,2023-09-29T18:30:00.000Z
Yns8nL4r1FCCaaEYN0Ig,LE FIVE Nancy,published,captain,ChIJ84QrCMaYlEcRF5c_hb5H97c,48.6450904&6.189443,2024-01-10T19:00:00.000Z
Yo9wYPOok4oUolzThFTw,Game 13 foot indoor,played,captain,ChIJNSDvlsXryRIRUXao9hwB79I,43.41258939999999&5.366617,2024-02-18T18:30:00.000Z
YoQHpKKaYG74b393H2fs,Events Five,published,captain,ChIJf8cSCJG5rhIRoQadPH-wW1U,43.5399703&1.3922897,2023-11-11T15:30:00.000Z
Yob6vVWinrd2KL7XzzwL,LE PARK Complexe Multisports,published,captain,ChIJdUHbID8O5kcRV5lQhiHTvhs,48.8337843&2.5728501,2024-01-11T16:30:00.000Z
YolinJEFl5QdB1YP5mpf,LE FIVE Marville - La Courneuve,canceled,captain,ChIJ2dHdMZxr5kcR0aKYHYsp0pY,48.9364404&2.3869147,2023-10-31T20:30:00.000Z
YowMtpBsBlHHbkjn98zq,LE FIVE Paris 18,published,pro,ChIJpVT4_n1u5kcRzji6FdTBXXo,48.8978522&2.3700234,2024-03-24T21:30:00.000Z
Yoz01yqGF1O7vT5Ch0uX,LE FIVE Bezons,played,pro,,48.91909&2.2093051,2023-09-14T16:00:00.000Z
Yp8qn1qp9tJJZz877Z4B,Foot POWER 5,canceled,captain,ChIJuTCIFshm5kcRBtEQJ76dAzc,48.9600584&2.2062138,2024-02-18T19:00:00.000Z
YpmQM2hkXOhgA9DKBKNT,Foot POWER 5,played,pro,,48.960066&2.2061913,2023-10-17T16:00:00.000Z
Ypo1jKT0FE2H0Hew6qiX,UrbanSoccer - Quai d'Ivry,played,captain,ChIJfXxYJ0xy5kcRw9xTkF6-FZQ,48.8199885&2.3936463,2024-02-15T19:30:00.000Z
Ypv0D95bQhitMOoBBKSm,LE PARK Complexe Multisports,published,captain,ChIJdUHbID8O5kcRV5lQhiHTvhs,48.8337843&2.5728501,2023-10-11T17:20:00.000Z
YpyN8IVdWxEkWpaHsFqc,Parc Interdépartemental des Sports du Tremblay,played,captain,,48.8281085&2.491365,2023-09-14T16:00:00.000Z
Yq0axm3tD5Z1iykCVVNM,Top Ten,played,pro,,48.8729106&2.6840919,2023-10-02T10:00:00.000Z
Yq4tOMvbYhifMGlA9deG,Stadium Thiais,played,captain,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2023-10-13T20:00:00.000Z
YqDgvBClH38x21Y54I5T,LE FIVE Bezons,played,captain,ChIJ71Mv0Wpk5kcRg-H9x7L-dXo,48.9190524&2.211796,2023-12-09T18:15:00.000Z
YqsXhAWNHzGjCTyAuX2U,Events Five,canceled,captain,ChIJf8cSCJG5rhIRoQadPH-wW1U,43.5399703&1.3922897,2023-11-22T21:00:00.000Z
YqvJLjEfJzVJN79Rpe54,Stadium Thiais,published,pro,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2024-03-01T14:00:00.000Z
YqwFNno2fU4TIx5hH4n0,LE FIVE Sarcelles,played,captain,ChIJ6_q3Fxhq5kcRCpoEwnoXX1Q,48.99782219999999&2.3902225,2023-10-15T17:00:00.000Z
YrI9sEbycrMzBOhkG7GJ,Five Factory Le Havre,draft,captain,ChIJk-ujvdYv4EcRXoLCtLvjW7I,49.4930667&0.1707863,2023-11-06T18:00:00.000Z
YrJ6l3tGKUGhv9UUCUJc,Foot POWER 5,published,pro,ChIJuTCIFshm5kcRBtEQJ76dAzc,48.960066&2.2061913,2023-10-04T18:00:00.000Z
YrMn43OC4LAkYfsYKiHu,GOPARK INTERIEUR - Paintball et trampolines parc,published,captain,ChIJ2cJmdhf15kcRQ4mUOxIVzd0,49.045624&2.0799886,2024-02-06T19:00:00.000Z
Yrpk7kUo9fIytUgLIvUl,Stade de la Jouvène,published,captain,ChIJ-4VPYyO8yRIRIlz33nO9ubs,43.2985587&5.4861343,2023-12-14T19:00:00.000Z
Ys0HL4E0aPBspQbfZfVO,Play Soccer,published,captain,ChIJQ-UxZn-5rhIRKWoQydM5T9s,43.5512023&1.4098927,2024-01-19T21:00:00.000Z
YsAdobRJmcyOujYomxBf,Foot POWER 5,canceled,pro,,48.960066&2.2061913,2024-01-25T21:30:00.000Z
YsJUVEGPKH35LmxDzX2j,Sport dans la Ville Rhône-Alpes,canceled,captain,ChIJoUEDcmvr9EcRILCz6hDCQ2o,45.7811703&4.8081568,2023-09-26T19:00:00.000Z
YsSsXrRP3ABgxtLS5WNx,LE FIVE Paris 13,published,pro,,48.8181615&2.3658793,2023-12-04T22:00:00.000Z
Ysr6BeF8VgxuHdStnKGI,City Stade - Les Blagis (Basket),canceled,captain,ChIJKz0h4Alx5kcRDfJDRw9JniQ,48.7849737&2.2978799,2024-01-20T08:45:00.000Z
YszBWwdyCTIX1RVXp738,LE FIVE Bezons,played,captain,ChIJ71Mv0Wpk5kcRg-H9x7L-dXo,48.9190419&2.2117725,2023-10-07T15:30:00.000Z
Yt5M2iqHraWwsjqxgAzU,Stadium Thiais,published,pro,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2023-10-17T18:30:00.000Z
Yt6S7MM8Qoi3ypRmiaFm,LE FIVE Marville - La Courneuve,published,pro,,48.9361223&2.3872592,2023-09-07T10:00:00.000Z
YtAEZ9rALZHshIU3IF3M,UrbanSoccer La Défense,canceled,captain,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2023-12-29T14:00:00.000Z
YtN5EyCaYX66RfZLY6hH,KIPSTADIUM : Centre de Pratique dédié aux Sports Collectifs,canceled,captain,ChIJydcoT88ow0cRLnHvlF-Z_jE,50.7085083&3.1733057,2023-10-18T17:00:00.000Z
Ytksr13S56yv50mrQQoJ,UrbanSoccer - Toulouse Montaudran,played,captain,ChIJl772e0u8rhIR2foRX4Xa2CI,43.574642&1.4801835,2024-01-11T11:15:00.000Z
YtuW8xzG8ARI33HehuoX,Stadium Thiais,played,pro,,48.7511024&2.3713455,2024-01-17T18:00:00.000Z
Yu1WZwn48kIjFXw0d9m3,Le Street Foot en Salle,played,captain,ChIJt_AXL6Jg5kcRu6rBmnrmeUM,49.0164435&2.181307,2024-02-01T19:00:00.000Z
Yu8OG9Cd0MQTwxNhwYMS,Top Ten,played,captain,ChIJfXprBx4b5kcRmhe-5pLZUek,48.8729106&2.6840919,2024-01-22T19:00:00.000Z
YuCldkfCQGTXhL7NRs9s,Foot-Max Argenteuil,canceled,captain,,48.9501632&2.2093946,2023-09-05T16:30:00.000Z
YuMkkSHdvXNgv2YqzV6C,Halle Georges Carpentier,played,captain,ChIJnXkSwCty5kcR-nlHXNFQlg4,48.82020139999999&2.3672361,2024-02-08T11:00:00.000Z
YuQSnPQ7mTF8wBEn9njo,LE FIVE Bezons,played,pro,,48.91909&2.2093051,2023-11-18T20:00:00.000Z
YuVXfTjZV1hnj3XVCXCI,UrbanSoccer - Marne-La-Vallée,canceled,captain,,48.82658600000001&2.6296937,2023-09-09T13:00:00.000Z
YuaWRKB3EcGUlMNgTyuT,UrbanSoccer - Puteaux,played,captain,ChIJM_sC0-Nk5kcRhL1y_EFIje8,48.8836397&2.2312283,2023-10-26T18:00:00.000Z
YuiKvb1Ht4hRbH2fyTTD,LE FIVE Bezons,played,pro,ChIJ04KEHBZk5kcRoDWLaMOCCwQ,48.91909&2.2093051,2024-02-21T16:30:00.000Z
YuvTWl1F1f6Yu9bKq72C,LE FIVE Bezons,published,pro,,48.91909&2.2093051,2023-10-18T16:00:00.000Z
Yv29AxMVGqriqZrRTCrK,LE FIVE Bezons,played,captain,ChIJ71Mv0Wpk5kcRg-H9x7L-dXo,48.9190524&2.211796,2024-02-19T18:15:00.000Z
Yv7QyvGQqK5kSDwDhCFb,Centre Sportif Maryse Hilsz,played,captain,ChIJgY6iBYxt5kcRHD7TB4jAHV4,48.8520783&2.4128877,2024-02-17T08:30:00.000Z
YvANQnEocARAnQ6lNZv1,Monclub Futbol,published,pro,,43.4299152&5.4001974,2023-09-11T18:00:00.000Z
YvToKorqPU61UuZ2qClX,UrbanSoccer Guyancourt,canceled,captain,ChIJmdX-2c-A5kcRj1wtOS8rZmo,48.7722091&2.0600292,2023-09-18T19:15:00.000Z
YvVK10KN3jLEtY6RFyf2,UrbanSoccer La Défense,played,captain,,48.8996456&2.2216773,2023-09-09T08:30:00.000Z
YvgYPPXbf3ZOpN62ZuNw,Stadium Thiais,published,pro,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2024-01-30T18:00:00.000Z
YviAGTeThdg1NLbW5udx,We Are Sports,played,captain,ChIJFZU5oBHC9EcRJTFrSkI1xxg,45.7113247&4.8761886,2024-01-10T18:30:00.000Z
YvlCWujQ3myoZUeh6pPL,UrbanSoccer Guyancourt,draft,captain,ChIJmdX-2c-A5kcRj1wtOS8rZmo,48.7722091&2.0600292,2023-10-30T19:30:00.000Z
Yw6vT1IyT3e9ahibqhaN,Complexe Sportif Eric Tabarly,played,captain,,48.7360801&2.2853561,2023-09-17T11:15:00.000Z
Yw7NKwYbQ9R5QTyz0Gze,LE FIVE Paris 13,published,pro,,48.8181615&2.3658793,2024-02-06T22:00:00.000Z
YwA5C8UNdo54N4r0n61Q,Stadium Thiais,published,pro,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2024-02-15T19:30:00.000Z
YwHPCGUYiel3it6zwHyy,Stadium Thiais,played,captain,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2023-11-29T16:00:00.000Z
YwKdVSTBnHuhOrnnuC1n,City KOF,played,captain,ChIJ_2pirmlv5kcRTpGJ0UDn1Y8,48.9155954&2.2963072,2023-10-17T10:00:00.000Z
YwO2LzkLysqqdu28WAmq,LE FIVE Montreuil,published,pro,,48.8613036&2.4653095,2023-12-01T09:00:00.000Z
YwTQZWfsOGqvH4xQ01lu,LE FIVE Paris 18,played,pro,,48.8978522&2.3700234,2024-01-10T16:00:00.000Z
Ywjlx6nVEyapX1DGQxlW,Stadium Thiais,played,pro,,48.7511024&2.3713455,2024-01-28T18:00:00.000Z
YwkECGoxMuzOSY6Kec5y,LE FIVE Paris 17,canceled,captain,,48.900032&2.3213449,2023-09-12T17:00:00.000Z
Yx0sFunzFvtXwqaYvBpl,LE FIVE Paris 18,played,pro,ChIJpVT4_n1u5kcRzji6FdTBXXo,48.8978522&2.3700234,2024-01-10T22:00:00.000Z
Yx4jQVtBR2UWWZ2A77qW,UrbanSoccer - Porte d'Aubervilliers,played,captain,ChIJ0dXjDCZs5kcRvX0EpMwxsUY,48.9074912&2.3746518,2023-09-26T18:30:00.000Z
Yx5rKjDuLMKS7Bij1yz0,LE FIVE Paris 18,published,pro,ChIJpVT4_n1u5kcRzji6FdTBXXo,48.8978522&2.3700234,2023-10-31T16:15:00.000Z
YxVM90OypORtSPW8qDw2,Top Ten,canceled,pro,,48.8729106&2.6840919,2023-09-01T15:00:00.000Z
YxZVvybqAVODMjvxW4lV,Stadium Thiais,published,pro,,48.7511024&2.3713455,2023-12-10T15:00:00.000Z
YxpytDSnOISEuVg0v04S,FIVE ARENA,published,captain,ChIJ02bKSuih6EcRb796CXVbkVs,48.9539465&2.9154573,2023-09-29T18:00:00.000Z
YyB4XKtAWLpxKgSpWz77,UrbanSoccer - Asnières,played,captain,ChIJi5LkLT9v5kcRSlhScqEFNWs,48.92192379999999&2.3068311,2023-11-13T17:00:00.000Z
YyCqSdcd7G0ualLNcfoM,Foot POWER 5,published,pro,,48.960066&2.2061913,2023-09-17T08:30:00.000Z
YyHSsrdM1PkaqFXtrpJq,Events Five,canceled,captain,ChIJf8cSCJG5rhIRoQadPH-wW1U,43.5399703&1.3922897,2023-10-29T15:00:00.000Z
YyLp0h477nMBIug0QuDm,Game 13 foot indoor,canceled,captain,ChIJNSDvlsXryRIRUXao9hwB79I,43.41258939999999&5.366617,2023-09-20T17:00:00.000Z
YyMacbk0TsHjusqnceil,UrbanSoccer Meudon,played,captain,ChIJ0WKvjbh75kcRoqSmyWwW2jQ,48.8001332&2.2140804,2023-12-04T17:30:00.000Z
YydPOXs02uz0pIYBQsXR,UrbanSoccer - Toulouse Sept Deniers,canceled,captain,,43.6321552&1.411696,2023-11-09T18:00:00.000Z
YysSxKw3LP2jgcoX9FO7,LE FIVE Paris 17,played,captain,ChIJ7eI8sFNv5kcR5xy52Wc57NU,48.900032&2.3213449,2023-11-14T18:45:00.000Z
Yyu7gm3ioCCjlA5lt2U7,Play Soccer,played,captain,ChIJQ-UxZn-5rhIRKWoQydM5T9s,43.5512023&1.4098927,2023-11-22T16:30:00.000Z
YyvbP0O0Q63tXpThBDjc,Stadium Thiais,published,pro,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2024-01-02T18:30:00.000Z
YzSlN6TngW0sSxbiak51,LE FIVE Marville - La Courneuve,published,pro,,48.9361223&2.3872592,2023-09-28T10:00:00.000Z
YzpykfRbcpEjz8PefVYS,UrbanSoccer - Lille Bondues,canceled,captain,ChIJ58ZerMgrw0cR2Jyp7tZjBn4,50.6913774&3.0860264,2023-12-07T18:15:00.000Z
YzrxOgHMPdkWlnpQNzPl,Kinshasa - Test,published,pro,ChIJi2oG_jAxahoRjTdSH05-ixY,-4.3032527&15.310528,2024-02-27T04:00:00.000Z
YzsbVdgJJz5R7k8ESgJE,Stadium Thiais,published,pro,,48.7511024&2.3713455,2024-01-21T12:00:00.000Z
Z04VjmYNGXkDWo1lyNe8,LE FIVE Paris 18,canceled,captain,ChIJpVT4_n1u5kcRzji6FdTBXXo,48.8978522&2.3700234,2023-09-21T19:30:00.000Z
Z0LLQqCfxnrvslLX3Zg7,Play Soccer,played,captain,ChIJQ-UxZn-5rhIRKWoQydM5T9s,43.5512023&1.4098927,2024-01-23T19:00:00.000Z
Z0aBddWSEGD3Yc5qjeW0,Stadium Thiais,published,pro,,48.7511024&2.3713455,2023-10-06T14:00:00.000Z
Z18aoAPwm9a2ZKg1B5dn,Monclub Futbol,canceled,captain,ChIJGbxxaamUyRIRgGvhHnhJStA,43.4299152&5.4001974,2024-01-23T18:00:00.000Z
Z1INXOSASm4uGn9czJ5q,LE FIVE Bezons,played,pro,,48.91909&2.2093051,2023-11-02T17:00:00.000Z
Z1LInu7Dcfi2mnfs2uHo,Stadium Thiais,published,pro,,48.7511024&2.3713455,2023-09-11T17:00:00.000Z
Z1LuQ7xhbMbZOzDpjp8i,Sun Set Soccer,canceled,captain,,45.6768927&4.9409477,2023-09-17T13:00:00.000Z
Z1PSGOYftR5oCDyOLfZA,B14 - Sports et Loisirs Indoor,canceled,captain,ChIJaeLKMYXe5UcRHyWJ8X8FaPA,48.62229&2.3800445,2023-12-21T18:00:00.000Z
Z1vn2McWYMNLk5bRhUMQ,Play Soccer,published,captain,ChIJQ-UxZn-5rhIRKWoQydM5T9s,43.5512023&1.4098927,2023-12-01T17:00:00.000Z
Z1xMVKMyOXmTP0F1qVBC,Top Ten,played,pro,,48.8729106&2.6840919,2023-09-07T15:00:00.000Z
Z2DlEHuS1lNJcIMAnp6n,Foot POWER 5,canceled,pro,ChIJuTCIFshm5kcRBtEQJ76dAzc,48.960066&2.2061913,2024-03-01T17:00:00.000Z
Z2EUS3t222ErhNPnQFYk,LE FIVE Bezons,published,pro,ChIJ04KEHBZk5kcRoDWLaMOCCwQ,48.91909&2.2093051,2024-03-14T17:00:00.000Z
Z2SBwO2nwTa4aaBVaXS7,LE FIVE Paris 17,played,captain,ChIJ7eI8sFNv5kcR5xy52Wc57NU,48.900032&2.3213449,2023-09-27T10:30:00.000Z
Z2SQ5HcKEOZrFFyPhlzH,Parc Interdépartemental des Sports du Tremblay,played,captain,,48.8281085&2.491365,2023-12-21T14:30:00.000Z
Z2jGPWVjMm2KsEFObkr9,Stadium Thiais,canceled,captain,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2023-12-27T19:30:00.000Z
Z2lzbMxxbMPkI2aoQiu3,Footbox,published,pro,ChIJY-WkusIR5kcR-tEad3UtaSQ,48.9022789&2.582647,2024-03-23T19:00:00.000Z
Z328GPBrmmwvcXfZ5M43,LE FIVE Bezons,canceled,captain,ChIJ71Mv0Wpk5kcRg-H9x7L-dXo,48.9190419&2.2117725,2023-10-02T17:00:00.000Z
Z38HXcgGAObkfRKFAbEn,Terrain Adolphe Max,canceled,captain,,50.6464004&3.051403,2023-09-06T17:30:00.000Z
Z3LWXRYNzKJAcwLDms6y,Top Ten,played,pro,,48.8729106&2.6840919,2023-12-28T16:00:00.000Z
Z3MJW1f1WUb67LHKlakw,UrbanSoccer - Porte d'Aubervilliers,published,captain,ChIJ0dXjDCZs5kcRvX0EpMwxsUY,48.9074912&2.3746518,2023-11-19T12:00:00.000Z
Z4KQhcXgNlUWFaiuEraE,OHSPORT,canceled,captain,ChIJHeG9fA4X5kcRbGNzVY5Ud5I,48.9672396&2.5670436,2024-02-20T19:30:00.000Z
Z4SfEM8cAQtxcF6zAejh,LE FIVE Montreuil,published,pro,,48.8613036&2.4653095,2024-01-17T22:00:00.000Z
Z4TXW5SUXwWtBkyZ6cma,We Are Sports,canceled,captain,ChIJFZU5oBHC9EcRJTFrSkI1xxg,45.7113247&4.8761886,2023-10-20T17:30:00.000Z
Z4UrDGm2KtuhEBqJccXT,Kinshasa,published,pro,ChIJi2oG_jAxahoRjTdSH05-ixY,-4.3032527&15.310528,2024-03-29T15:00:00.000Z
Z4UzTQ8YdM7QUzjoTO4E,LE FIVE Montreuil,published,pro,ChIJJdTQjr0T5kcRZmGxtIJVy44,48.8613036&2.4653095,2024-03-12T16:00:00.000Z
Z4ZlBTfTvvIhiRa0DH8h,UrbanSoccer Guyancourt,canceled,captain,ChIJmdX-2c-A5kcRj1wtOS8rZmo,48.7722091&2.0600292,2023-10-14T15:15:00.000Z
Z4ZrIhdxOByPzSKdGjgu,UrbanSoccer La Défense,played,captain,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2024-02-08T12:30:00.000Z
Z4ak1930XKG3HlLPB1yR,B14 - Sports et Loisirs Indoor,published,captain,ChIJaeLKMYXe5UcRHyWJ8X8FaPA,48.62229&2.3800445,2023-09-17T08:00:00.000Z
Z4fNVv5RfcErc9QJBPhk,Parc Interdépartemental des Sports du Tremblay,published,captain,ChIJBVkfrQ4N5kcRGi-XnNQN_yo,48.8281085&2.491365,2023-12-29T14:30:00.000Z
Z4hqF3MsNcoWPP0nFjqm,Play Soccer,played,captain,ChIJQ-UxZn-5rhIRKWoQydM5T9s,43.5512023&1.4098927,2024-01-21T14:00:00.000Z
Z4jEcqip8tEwLNnbA8cv,Stadium Thiais,published,pro,,48.7511024&2.3713455,2023-12-14T16:30:00.000Z
Z4jaXhVGQO1pAKh01Ys1,LE PARK Complexe Multisports,published,captain,,48.71189589999999&2.5771181,2023-09-25T18:00:00.000Z
Z4mTb63ox4mdf6Ns0o6V,Stadium Thiais,hidden,pro,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2023-10-12T17:00:00.000Z
Z4mhRe1HIHrFaghDZLs5,Cité des Sports,played,captain,ChIJ70UPf6R75kcRGb3NAV9k7Ww,48.8247744&2.2650728,2024-01-18T17:30:00.000Z
Z4pA5SWNUMA8j5yEV5gX,LE FIVE Créteil,published,pro,,48.7643086&2.4706522,2024-01-16T16:00:00.000Z
Z4sVzr4vRMRz38QTBGjA,UrbanSoccer - Puteaux,played,captain,ChIJM_sC0-Nk5kcRhL1y_EFIje8,48.8836397&2.2312283,2024-01-09T18:00:00.000Z
Z53LpMq6IU3MJRwMnShr,Stadium Thiais,played,captain,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2023-11-26T10:30:00.000Z
Z5NrqiRbrbZBpRMpC9oi,Stadium Thiais,published,pro,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2024-03-17T15:00:00.000Z
Z5QoNjBe4whkrBxssO91,Parc Sainte Barbe,played,captain,ChIJtw301r5w5kcRvRjidiuAyaw,48.7922897&2.2913469,2023-12-10T12:00:00.000Z
Z5bVbCgLRxnOvJurArDW,LE FIVE Créteil,played,captain,ChIJ88lx3VwL5kcRVxCh4lD6_Gk,48.7643086&2.4706522,2023-10-03T17:00:00.000Z
Z5qXdR0L9765COF136au,Foot POWER 5,published,pro,,48.960066&2.2061913,2023-11-14T17:00:00.000Z
Z68hjHYt87JlCVBs89xO,UrbanSoccer - Quai d'Ivry,canceled,captain,ChIJfXxYJ0xy5kcRw9xTkF6-FZQ,48.8199885&2.3936463,2024-02-11T18:00:00.000Z
Z6H8yFNCMxVwZUreeTNG,UrbanSoccer - Quai d'Ivry,published,captain,ChIJfXxYJ0xy5kcRw9xTkF6-FZQ,48.8199885&2.3936463,2024-01-06T09:30:00.000Z
Z6L6Xmp0GN7XgLIDEAvj,Boucherie de la Cité-Jardin | Artisan boucher Suresnes | Viande française,published,captain,ChIJDYMep7Zk5kcRQbnAMTyffGI,48.86364409999999&2.2054938,2023-10-02T09:00:00.000Z
Z6OJYJxEPqrInz6KKx9C,UrbanSoccer - Lille Lezennes,played,captain,ChIJR3ro5nTWwkcRfM_S3Be9HjI,50.6169533&3.0995426,2023-10-03T18:30:00.000Z
Z6QzKbJKo2WxyWjM5UHi,Footbox,published,pro,ChIJY-WkusIR5kcR-tEad3UtaSQ,48.9022789&2.582647,2024-02-24T15:00:00.000Z
Z6VvhgNNG2TEqCHUMihq,Footsal Cousinerie,canceled,captain,ChIJXQyb1d8pw0cRLO_Ed5xHTIQ,50.6440829&3.1459612,2024-01-24T20:00:00.000Z
Z6b6Lpf2aFAwmut04hAm,Stade François Desmont,published,captain,ChIJiXJobswM5kcRPirUiBoYdvI,48.7990434&2.455735,2023-11-22T18:20:00.000Z
Z6dtFjGK69vKDgCDCtG5,Stadium Thiais,published,pro,,48.7511024&2.3713455,2023-11-19T21:00:00.000Z
Z6tyqKQdHILxSgg90b0H,Stadium Thiais,canceled,captain,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2024-01-21T11:00:00.000Z
Z6xBNbAeinBpm1lA4fzJ,UrbanSoccer - Lyon Barolles,canceled,captain,ChIJN4l-IC3v9EcRf9QJKIVC_aY,45.6837539&4.7725939,2023-10-18T16:30:00.000Z
Z6zg797ThAGwjJGzFC8R,Top Ten,played,pro,ChIJfXprBx4b5kcRmhe-5pLZUek,48.8729106&2.6840919,2023-11-10T16:00:00.000Z
Z79xdhb6gqb6cNTXf6Q6,Stade Max Rousié,published,captain,ChIJJ1ZRKABv5kcRhlgTJi8HBOA,48.8996911&2.3270464,2024-02-19T19:00:00.000Z
Z7U24Z2uBHdN1bokAj9r,Créteil Pompadour,published,captain,ChIJX79lm6d05kcRdvnIvrrCKDc,48.771485&2.4353447,2023-10-08T12:30:00.000Z
Z7b7TG9sEqZynY63FpKp,Stade Gilles Joye - US Éguilles,played,captain,ChIJw2BPcJnzyRIRLzzgcSTD9TM,43.5744956&5.3445786,2023-12-11T18:00:00.000Z
Z7feSpXZkp8MUsgzmBNL,UrbanSoccer - Quai d'Ivry,played,captain,ChIJfXxYJ0xy5kcRw9xTkF6-FZQ,48.8199885&2.3936463,2024-01-15T19:30:00.000Z
Z7vYHkoJDDk07TeYJSBb,UrbanSoccer - Porte d'Aubervilliers,published,captain,ChIJ0dXjDCZs5kcRvX0EpMwxsUY,48.9074912&2.3746518,2023-10-07T14:15:00.000Z
Z7vfCcdIE64F4YJ4JMT1,Monclub Futbol,played,pro,,43.4299152&5.4001974,2024-02-04T17:00:00.000Z
Z86gIUU1uYFgX43B3QRW,LE FIVE Sarcelles,played,captain,ChIJ6_q3Fxhq5kcRCpoEwnoXX1Q,48.99782219999999&2.3902225,2024-01-06T19:00:00.000Z
Z8BgUyUiOU6AM57lfcEB,UrbanSoccer - Puteaux,played,captain,ChIJM_sC0-Nk5kcRhL1y_EFIje8,48.8836397&2.2312283,2023-11-13T17:25:00.000Z
Z8XmDyMVzEW9uS1O8rgG,UrbanSoccer Guyancourt,published,captain,ChIJmdX-2c-A5kcRj1wtOS8rZmo,48.7722091&2.0600292,2024-02-19T11:30:00.000Z
Z8cXdNSo1zfzUbfgYcxh,LE FIVE Montreuil,published,pro,ChIJJdTQjr0T5kcRZmGxtIJVy44,48.8613036&2.4653095,2024-02-20T12:00:00.000Z
Z8fxwfGgT01w1Sl4TCWC,UrbanSoccer - Lille Lezennes,played,captain,ChIJR3ro5nTWwkcRfM_S3Be9HjI,50.6169533&3.0995426,2023-11-14T20:45:00.000Z
Z8s7g5v1qwGRXlkRAaCg,Speed Soccer Five,canceled,captain,ChIJ2xTNglV25kcR3UDi4AXGfDU,48.7360598&2.315058,2024-01-09T18:00:00.000Z
Z8tl6OjiNb4qrxNvvYgP,Stade Lilian Thuram,canceled,captain,,48.933705&2.2828141,2023-09-20T09:45:00.000Z
Z8x0zpDSPsfsdt4cdMy2,LE FIVE Montreuil,published,pro,,48.8613036&2.4653095,2023-10-04T15:00:00.000Z
Z9CQW4JRP0ipbhU2rQgt,KIPSTADIUM : Centre de Pratique dédié aux Sports Collectifs,canceled,captain,ChIJydcoT88ow0cRLnHvlF-Z_jE,50.7085083&3.1733057,2023-12-07T18:00:00.000Z
Z9EUVIocXGSbOCwZ7Ie2,Stadium Thiais,published,pro,,48.7511024&2.3713455,2023-10-11T10:00:00.000Z
Z9QbpZMeSA3lBadWQDki,LE FIVE Bobigny,published,pro,,48.901553&2.4313304,2023-10-16T21:00:00.000Z
Z9YYu8Mpg3MNV1BVjmXe,LE FIVE Villette,played,captain,ChIJTUFnQjps5kcR0pHITLTw1PI,48.9070122&2.3861459,2024-01-14T11:30:00.000Z
Z9jDdDyM7WI3bRkDDMAF,UrbanSoccer - Lyon Parilly,canceled,captain,ChIJx3FQWjLC9EcRrrQb2eV7i_4,45.7120399&4.9039284,2023-10-15T15:00:00.000Z
Z9qRolbFJOZpcWIeEYEx,Stadium Thiais,played,pro,,48.7511024&2.3713455,2023-09-01T17:00:00.000Z
ZATdK16UZcXkjqvfE7G0,Top Ten,published,pro,ChIJfXprBx4b5kcRmhe-5pLZUek,48.8729106&2.6840919,2023-11-18T16:00:00.000Z
ZAX6YVAb4jdroUsGuNNJ,LE FIVE Paris 13,canceled,pro,ChIJ_bOSChhz5kcRZMTeq_6Gdzg,48.8181615&2.3658793,2024-02-16T22:00:00.000Z
ZAnx4XJnHu6mD5Ds8nT1,Stadium Thiais,published,captain,,48.7511024&2.3713455,2023-09-01T20:30:00.000Z
ZB2vvcKIuoZsGGOVgVtv,OHSPORT,canceled,captain,ChIJHeG9fA4X5kcRbGNzVY5Ud5I,48.9672396&2.5670436,2023-11-04T19:45:00.000Z
ZBAaYrGtoMn4tXmxyW0q,Sport dans la Ville Rhône-Alpes,played,captain,ChIJoUEDcmvr9EcRILCz6hDCQ2o,45.7811703&4.8081568,2023-11-02T19:30:00.000Z
ZBBmzNYmARBCGUq1p52S,UrbanSoccer - Toulouse Montaudran,canceled,captain,,43.574642&1.4801835,2023-09-08T20:00:00.000Z
ZBMGQpaVQqqzDBHqXbhw,LE FIVE Villette,played,captain,ChIJTUFnQjps5kcR0pHITLTw1PI,48.9070122&2.3861459,2023-12-01T18:30:00.000Z
