DOC_ID,CENTRE,STATUS,TYPE,PLACE_ID,LOCATION,DATE
4LreH4odFU3L4GWwelhv,Stadium Thiais,published,pro,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2024-02-14T16:30:00.000Z
4LwbfYwU1cJKFfONYO4K,Z5 Aix,canceled,captain,ChIJKb-U_9KSyRIRKIFKbH5mW18,43.4787869&5.3969048,2024-01-22T20:00:00.000Z
4LyciHbgbMlS1ZhWp0vF,Top Ten,published,pro,,48.8729106&2.6840919,2023-12-15T11:00:00.000Z
4LykLFzSLX26gMMf28j1,Stade Charles Moureu,canceled,captain,,48.82753959999999&2.3639589,2023-09-03T10:15:00.000Z
4M0dapcCfZVn77lyuswX,FOOT IN FIVE,canceled,captain,ChIJoUR0syFp5kcRUlStnwluaYY,48.9552257&2.3328346,2023-10-09T17:00:00.000Z
4M7bexlAWgQw18nkLQ6y,Football Club du Bourget,played,captain,ChIJy1Yl2H9r5kcRx9EGI1xksRo,48.9368208&2.4209985,2023-12-31T07:30:00.000Z
4MAXS45esm0tD2mQ4UsV,LE PARK Complexe Multisports,played,captain,ChIJdUHbID8O5kcRV5lQhiHTvhs,48.8337843&2.5728501,2023-12-21T18:30:00.000Z
4MF1vIvhhc8dS1yxDNrp,Stadium Thiais,hidden,pro,,48.7511024&2.3713455,2023-09-15T18:30:00.000Z
4MTurrS9EwFY8SvTtO8k,KIPSTADIUM : Centre de Pratique dédié aux Sports Collectifs,played,captain,ChIJydcoT88ow0cRLnHvlF-Z_jE,50.708529&3.173304,2024-02-21T19:00:00.000Z
4MWt0zoIIuetwoiMHZmA,Game 13 foot indoor,played,captain,ChIJNSDvlsXryRIRUXao9hwB79I,43.41258939999999&5.366617,2023-09-25T17:00:00.000Z
4MoFcdx02sdjJ5EmH3Q4,Stadium Thiais,hidden,pro,,48.7511024&2.3713455,2024-01-28T10:30:00.000Z
4MpiPIXczlsq0ex2Y6Ht,UrbanSoccer - Porte d'Aubervilliers,played,captain,ChIJ0dXjDCZs5kcRvX0EpMwxsUY,48.9074912&2.3746518,2023-12-07T19:30:00.000Z
4Mqa59OgjsyuRorxvqCH,Stadium Thiais,published,pro,,48.7511024&2.3713455,2023-12-02T13:00:00.000Z
4Mt526uB9mb9AtLVNYJK,LE FIVE Montreuil,canceled,captain,ChIJJdTQjr0T5kcRZmGxtIJVy44,48.8613036&2.4653095,2023-09-18T18:00:00.000Z
4NImnQcFNPheA5nv6EJO,LE FIVE Paris 17,played,captain,ChIJ7eI8sFNv5kcR5xy52Wc57NU,48.900032&2.3213449,2023-11-24T19:00:00.000Z
4NQwu5mMIA3NzYhHxLSB,UrbanSoccer La Défense,played,captain,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2024-01-28T12:30:00.000Z
4NUIlJfrCTbc92JtlOp6,Speed Soccer Five,published,captain,ChIJ2xTNglV25kcR3UDi4AXGfDU,48.7360598&2.315058,2024-01-28T10:30:00.000Z
4NdLELJu6Z0mhdFQBI8p,UrbanSoccer - Puteaux,played,captain,ChIJM_sC0-Nk5kcRhL1y_EFIje8,48.8836397&2.2312283,2023-12-16T17:00:00.000Z
4NdTvvnKXh2u2Sy6BHOA,UrbanSoccer - Lille Bondues,canceled,captain,ChIJ58ZerMgrw0cR2Jyp7tZjBn4,50.6913774&3.0860264,2023-11-13T18:00:00.000Z
4NhAqQk8odlLfLlHc3un,Speed Soccer Five,played,captain,ChIJ2xTNglV25kcR3UDi4AXGfDU,48.7360598&2.315058,2023-11-22T19:00:00.000Z
4NhnbQZX9Ex545M1ciPX,Stadium Thiais,published,pro,,48.7511024&2.3713455,2023-09-10T16:00:00.000Z
4NidI0LP70Y0AlClWSnm,LE PARK Complexe Multisports,published,captain,,48.71189589999999&2.5771181,2023-09-03T10:00:00.000Z
4NunWadt9JP8Vetb1pFE,Sport dans la Ville Rhône-Alpes,played,captain,,45.7811703&4.8081568,2023-10-25T16:00:00.000Z
4O6L9J1yvqMrD3oqrh3L,UrbanSoccer La Défense,published,captain,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2023-09-28T17:45:00.000Z
4O9DeAg4fRyppPOMV0kw,LE FIVE Paris 18,played,pro,ChIJpVT4_n1u5kcRzji6FdTBXXo,48.8978522&2.3700234,2023-11-15T22:00:00.000Z
4OIAqiJEAiCJKLnJohhU,Hoops Factory Paris-Villette,played,captain,ChIJs1kcDDRs5kcRkbfCQVfDcyA,48.9046968&2.3794611,2024-01-09T20:00:00.000Z
4OiXEFlP5jyejq1CCxE2,LE FIVE Paris 18,canceled,captain,ChIJpVT4_n1u5kcRzji6FdTBXXo,48.8978522&2.3700234,2024-01-13T14:30:00.000Z
4OvENuVauQoLVxMaEbyi,Top Ten,published,captain,ChIJfXprBx4b5kcRmhe-5pLZUek,48.8729106&2.6840919,2023-11-17T09:30:00.000Z
4PC09w4LjeQsv9yN3kXb,UrbanSoccer Evry,played,captain,ChIJW0Ut1G7e5UcRt621n2fRQ5M,48.6286849&2.4066366,2024-01-31T18:45:00.000Z
4PT0Ggn5wXaRYeAR4Bbm,Élite 5 Soccer,played,captain,ChIJ5-jfdlZk5kcRYIaELgvikaM,48.9009153&2.2297275,2024-01-20T14:00:00.000Z
4Pnrtzl0VKYSrTQ2ZbbF,Stadium Thiais,played,pro,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2024-02-18T13:30:00.000Z
4QHzOycphS4Xp74ECf3X,UrbanSoccer - Puteaux,canceled,captain,,48.8836397&2.2312283,2023-09-11T17:30:00.000Z
4QOY1jdFtPaAPlVUPGm1,Play Soccer,played,captain,,43.5512023&1.4098927,2023-09-15T17:00:00.000Z
4QwJu7NEBEze5f8h46qI,Stadium Thiais,published,pro,,48.7511024&2.3713455,2023-10-31T11:00:00.000Z
4R5JIj2Hn8UOi1gmAlcP,Top Ten,published,pro,ChIJfXprBx4b5kcRmhe-5pLZUek,48.8729106&2.6840919,2024-03-13T22:00:00.000Z
4R5zq8Vo7bF6N9ikj0gL,Foot POWER 5,canceled,pro,,48.960066&2.2061913,2023-11-20T21:30:00.000Z
4R8suqoieuYVGSGw1QaT,LE FIVE Villette,canceled,captain,ChIJTUFnQjps5kcR0pHITLTw1PI,48.9070122&2.3861459,2023-10-30T20:30:00.000Z
4RAAFukqJBwGrZWzIA3O,UrbanSoccer - Lyon Parilly,played,captain,ChIJx3FQWjLC9EcRrrQb2eV7i_4,45.7120399&4.9039284,2024-02-14T16:00:00.000Z
4RIOAjNshZPHmnQ7IBcp,Top Ten,published,pro,,48.8729106&2.6840919,2023-12-11T22:00:00.000Z
4RvrB2e0m9zrYys9uHUZ,UrbanSoccer - Toulouse Sept Deniers,canceled,captain,ChIJk5nUBdOkrhIRP-1aUJzo-lA,43.6321552&1.411696,2023-10-21T15:00:00.000Z
4RwF1j0nUUulUVOpdN4z,Stade Jocelyn Vandaele,canceled,captain,,50.6755183&3.1820439,2023-08-30T16:00:00.000Z
4S0VHfykVTygeBbQ4q1g,LE FIVE Bezons,canceled,pro,,48.91909&2.2093051,2024-01-22T17:00:00.000Z
4S1bXX208nYjzAxePtbQ,Footbox,published,pro,ChIJY-WkusIR5kcR-tEad3UtaSQ,48.9022789&2.582647,2024-03-01T14:00:00.000Z
4S4iGYUhTg9jv6ctHs8L,LE FIVE Créteil,published,pro,,48.7643086&2.4706522,2023-11-17T16:00:00.000Z
4S8XxtnehXsGVzDC2sc1,Top Ten,published,pro,ChIJfXprBx4b5kcRmhe-5pLZUek,48.8729106&2.6840919,2023-12-20T17:30:00.000Z
4SGeO2tXw0fZQ58xb9pP,Stadium Thiais,canceled,captain,,48.7511024&2.3713455,2023-09-05T17:30:00.000Z
4SOVInond4fHL89XCHFW,LE FIVE Montreuil,published,pro,ChIJJdTQjr0T5kcRZmGxtIJVy44,48.8613036&2.4653095,2024-02-26T22:00:00.000Z
4SP5dd4gbRpkPG1iFnEh,OHSPORT,canceled,captain,ChIJHeG9fA4X5kcRbGNzVY5Ud5I,48.9672396&2.5670436,2024-02-21T19:30:00.000Z
4STYkz1UWoT1ZDVri6Aw,UrbanSoccer - Marne-La-Vallée,played,captain,ChIJ6bDBiosP5kcROXiloHzSdhc,48.82658600000001&2.6296937,2024-01-23T17:30:00.000Z
4SVVTia3FwpPZ43Dsex5,UrbanSoccer - Asnières,published,captain,ChIJi5LkLT9v5kcRSlhScqEFNWs,48.92192379999999&2.3068311,2023-10-06T21:00:00.000Z
4SWUnNSHz1N8IzbNpdXR,LE PARK Complexe Multisports,played,captain,ChIJMU8gErUJ5kcRSnpvacKwFtM,48.71189589999999&2.5771181,2023-11-02T19:00:00.000Z
4SWsuc1XnQcUvvmeoTN9,UrbanSoccer - Asnières,canceled,captain,ChIJi5LkLT9v5kcRSlhScqEFNWs,48.92192379999999&2.3068311,2023-10-18T19:00:00.000Z
4Sa5SW9SVKhuyrBpTAdo,LE FIVE Mulhouse,canceled,captain,ChIJ-eyETc2ckUcRBWEN6LGV_u0,47.79602329999999&7.305034099999999,2023-12-29T20:00:00.000Z
4Sd6CMJ5Ju1U97TTWJIa,LE FIVE Bezons,published,pro,,48.91909&2.2093051,2023-09-25T16:00:00.000Z
4SeLrcNILsmwm5REvmQX,UrbanSoccer - Quai d'Ivry,canceled,captain,ChIJfXxYJ0xy5kcRw9xTkF6-FZQ,48.8199885&2.3936463,2024-01-24T22:00:00.000Z
4SljlFZr3IKSrBlcuYbg,Footsal Cousinerie,played,captain,ChIJXQyb1d8pw0cRLO_Ed5xHTIQ,50.6440829&3.1459612,2024-01-10T18:30:00.000Z
4TNJmEZHoAocO4fwUDFv,Urban Soccer,canceled,captain,ChIJQa9SIC3v9EcR6KzO4cOApok,45.6833208&4.7719325,2023-12-16T09:15:00.000Z
4Tb5YpApXDpIvtOJBXkB,Complexe Sportif Auguste Renoir,played,captain,ChIJESDRm6Nn5kcRCabUV_lUG8I,48.9955636&2.2516547,2023-10-03T17:45:00.000Z
4TpYgN65b2NyKNj0J7h3,SEVRES FUTSAL USF,published,captain,ChIJY_lOvqZ75kcRStxUChcOZkM,48.8144411&2.2138808,2023-09-25T18:30:00.000Z
4TsmiMfTSq3dOvduu2Lx,BIG5,played,captain,ChIJsb_7TJFp5kcRSPL5VqZulr4,48.9901429&2.3617895,2023-12-10T20:00:00.000Z
4TyEdCc1R25lkZrPM21g,LE FIVE Paris 18,played,pro,,48.8978522&2.3700234,2023-10-16T20:20:00.000Z
4U0jVx4sUFv6eqMsYT5K,BIG5,played,captain,ChIJsb_7TJFp5kcRSPL5VqZulr4,48.9901429&2.3617895,2024-01-26T20:00:00.000Z
4U7hWopW7kW2H7GgtBkq,Espace socioculturel Martin Luther King,canceled,captain,ChIJccSvohYL5kcR4w3L5_Xcuvo,48.7675819&2.4564819,2023-10-29T15:30:00.000Z
4UO8ETPjrIcWzORHXDYq,LE FIVE Bezons,played,captain,ChIJ71Mv0Wpk5kcRg-H9x7L-dXo,48.9190524&2.211796,2023-11-11T19:30:00.000Z
4UmNUuaBukiPUetFyqne,UrbanSoccer La Défense,draft,captain,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2024-01-28T18:15:00.000Z
4VIlcajcl92jjYsGNfaC,LE FIVE Paris 17,played,captain,ChIJ7eI8sFNv5kcR5xy52Wc57NU,48.900032&2.3213449,2024-02-04T09:00:00.000Z
4VK4MbPmzv8Qh4lhJdih,Top Ten,published,pro,,48.8729106&2.6840919,2024-01-05T22:00:00.000Z
4Vn9a1xTBzjBIg49hauj,LE FIVE Bobigny,published,pro,,48.901553&2.4313304,2023-09-25T16:00:00.000Z
4Vy888hNr9L6rzUPwywR,UrbanSoccer - Asnières,played,captain,ChIJi5LkLT9v5kcRSlhScqEFNWs,48.92192379999999&2.3068311,2024-02-03T11:00:00.000Z
4WURqIJD7wAfa2qfbWCp,Stadium Thiais,published,pro,,48.7511024&2.3713455,2023-11-27T21:00:00.000Z
4WhgM18UbW0AEtpYocyd,Footsal Cousinerie,played,captain,ChIJXQyb1d8pw0cRLO_Ed5xHTIQ,50.6440829&3.1459612,2023-11-21T20:15:00.000Z
4WsCqrA6tBXIm1uTwNIH,Foot-Max Argenteuil,canceled,captain,,48.9501569&2.2093741,2024-02-16T17:00:00.000Z
4X70BI5XU4tQuruGbQSS,UrbanSoccer - Porte d'Aubervilliers,canceled,captain,ChIJ0dXjDCZs5kcRvX0EpMwxsUY,48.9074912&2.3746518,2023-11-01T20:00:00.000Z
4XHIO7G3vwd2hQuZFyPP,KIPSTADIUM : Centre de Pratique dédié aux Sports Collectifs,published,captain,ChIJydcoT88ow0cRLnHvlF-Z_jE,50.7085083&3.1733057,2023-09-16T17:00:00.000Z
4XfJJDoCV6GV5F0Tf9bF,UrbanSoccer - Puteaux,played,captain,ChIJM_sC0-Nk5kcRhL1y_EFIje8,48.8836397&2.2312283,2023-10-12T17:00:00.000Z
4Y7g6C2RewRQeSDQ4PRi,Stade Makowski,played,captain,ChIJvShnxJpt5kcRwdqlaq1s3E0,48.9090365&2.436058,2023-11-26T09:10:00.000Z
4YMrefB6uG5B4Ib2uAxC,Game 13 foot indoor,published,captain,ChIJNSDvlsXryRIRUXao9hwB79I,43.41258939999999&5.366617,2024-01-03T20:30:00.000Z
4YQeufk5AEH5JBFXKPSQ,UrbanSoccer La Défense,draft,captain,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2023-10-25T17:00:00.000Z
4YRHTUlc8nFDcCK33mPw,LE FIVE Marville - La Courneuve,published,pro,,48.9361223&2.3872592,2023-09-25T10:00:00.000Z
4YV0BRxZfryvfAAnTzBL,Parc Kellermann,played,captain,ChIJKfPkqYNx5kcR7A_aiTfZGhI,48.8189004&2.3547092,2024-02-17T08:00:00.000Z
4YsiyAF7xombNZUCZmTe,LE FIVE Paris 17,played,captain,ChIJ7eI8sFNv5kcR5xy52Wc57NU,48.900032&2.3213449,2023-09-21T18:00:00.000Z
4Z1zkAHUq7paAnzrDA8f,UrbanSoccer La Défense,canceled,captain,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2023-10-03T20:00:00.000Z
4Z44S11iTUvH8xk7qB17,LE FIVE Bezons,canceled,captain,ChIJ71Mv0Wpk5kcRg-H9x7L-dXo,48.9190524&2.211796,2023-12-19T19:00:00.000Z
4ZClrmxghxgPh20OX3SF,LE FIVE Morangis,published,captain,ChIJA4uAhOXZ5UcRp-vZXZP-ovY,48.692672&2.3192811,2023-12-23T16:00:00.000Z
4ZDy01GSz71aJ4N836rj,F5 Foot Five,played,captain,ChIJjUbM5G7A9EcRW3mlkrhyXxY,45.7857911&4.905926399999999,2023-10-02T16:30:00.000Z
4ZPzFZrMr3m34WTXTQgX,UrbanSoccer - Montpellier,draft,captain,,43.6287935&3.9096721,2023-09-08T17:00:00.000Z
4ZjKDPnaxYenhmifb1jI,Stadium Thiais,published,captain,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2023-10-05T15:30:00.000Z
4ZlXSGK2L9ZRUMxUNhgj,LE FIVE Paris 18,published,pro,ChIJpVT4_n1u5kcRzji6FdTBXXo,48.8978522&2.3700234,2024-03-05T21:20:00.000Z
4ZpRH8CXFbKzDUF7D6kK,City KOF,played,captain,ChIJ_2pirmlv5kcRTpGJ0UDn1Y8,48.9155954&2.2963072,2024-02-09T11:00:00.000Z
4Zr8qECJWvHbltSeXipi,UrbanSoccer - Lille Lezennes,played,captain,ChIJR3ro5nTWwkcRfM_S3Be9HjI,50.6169533&3.0995426,2023-09-27T18:50:00.000Z
4ZwbaMZt30vHrJda94OH,We Are Sports,played,captain,ChIJFZU5oBHC9EcRJTFrSkI1xxg,45.7113247&4.8761886,2023-09-20T17:00:00.000Z
4ZxXq9T9pmNetzPtP7us,Centre Sportif Maryse Hilsz,played,captain,ChIJgY6iBYxt5kcRHD7TB4jAHV4,48.8520783&2.4128877,2024-02-01T11:20:00.000Z
4a4CkuGGlBtutW58bkv1,UrbanSoccer Meudon,played,captain,ChIJ0WKvjbh75kcRoqSmyWwW2jQ,48.80013599999999&2.2140811,2023-12-18T18:45:00.000Z
4aAK6lU6ZzNdzspXjTrX,LE FIVE Paris 18,played,captain,ChIJpVT4_n1u5kcRzji6FdTBXXo,48.8978522&2.3700234,2023-11-21T18:30:00.000Z
4aCeyo3Fwk2pXRB1gPlv,Stadium Thiais,played,pro,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2023-10-24T17:00:00.000Z
4aFPsybSsUZSpfNqWxDx,LE FIVE Montreuil,published,pro,ChIJJdTQjr0T5kcRZmGxtIJVy44,48.8613036&2.4653095,2024-03-02T17:30:00.000Z
4aHlfErk02JcmGXRiPf3,LE FIVE Paris 13,played,captain,ChIJ_bOSChhz5kcRZMTeq_6Gdzg,48.8181615&2.3658793,2023-11-29T22:00:00.000Z
4aNj2e8cqDP4VI0YWcAq,Stadium Thiais,played,pro,,48.7511024&2.3713455,2023-11-19T16:30:00.000Z
4aTNOnee7TCQIzClGpAX,Sport dans la Ville Rhône-Alpes,canceled,captain,ChIJoUEDcmvr9EcRILCz6hDCQ2o,45.7811703&4.8081568,2024-01-16T20:00:00.000Z
4aZfCKpsfpzgrLQtOm40,UrbanSoccer La Défense,played,captain,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2023-11-19T17:30:00.000Z
4aad9zIXN7nthtRLduHg,Stadium Thiais,played,pro,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2024-02-16T18:00:00.000Z
4abRmpgS2C5LtHkSsuDm,UrbanSoccer - Quai d'Ivry,published,captain,ChIJfXxYJ0xy5kcRw9xTkF6-FZQ,48.8199815&2.3936307,2023-11-05T09:30:00.000Z
4afiUjDmQUjgyBxqPsBF,Foot-Max Argenteuil,played,captain,ChIJi9oIzaRm5kcRJYcK7QsdRMU,48.9501569&2.2093741,2023-12-23T18:30:00.000Z
4agxHL9p4pLw0adx4oUL,Stadium Thiais,played,pro,,48.7511024&2.3713455,2023-10-06T17:00:00.000Z
4ah3q2kNOgmeYJFKsb4Y,UrbanSoccer - Asnières,played,captain,ChIJi5LkLT9v5kcRSlhScqEFNWs,48.92192379999999&2.3068311,2023-11-16T18:30:00.000Z
4auYSWyKr92Gh6mJGKer,LE FIVE Bezons,canceled,pro,,48.91909&2.2093051,2023-11-02T21:00:00.000Z
4b3C6LC7PNhUMc1f3NvK,Stadium Thiais,published,pro,,48.7511024&2.3713455,2023-09-14T20:00:00.000Z
4bI9tit7NCDvk29Qrq1J,Top Ten,published,pro,ChIJfXprBx4b5kcRmhe-5pLZUek,48.8729106&2.6840919,2024-01-02T17:30:00.000Z
4bPOgXSOQqZg0GfbK1rC,UrbanSoccer - Porte d'Aubervilliers,played,captain,,48.9074912&2.3746518,2023-09-11T17:15:00.000Z
4bUYdEu95ZRU7JW6QPvk,UrbanSoccer - Quai d'Ivry,played,captain,ChIJfXxYJ0xy5kcRw9xTkF6-FZQ,48.8199815&2.3936307,2023-10-08T15:00:00.000Z
4bWaBlCb9rpuSTtWTzU7,UrbanSoccer La Défense,played,captain,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2023-12-06T17:00:00.000Z
4banGATJ5VpKY41p0NEF,UrbanSoccer La Défense,canceled,captain,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2023-12-14T15:15:00.000Z
4bkUqAsOWRdYZuxTTlMu,Stadium Thiais,canceled,pro,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2024-02-11T16:30:00.000Z
4brhnXAwckd2z2CXWhGY,Game 13 foot indoor,played,captain,ChIJNSDvlsXryRIRUXao9hwB79I,43.41258939999999&5.366617,2024-01-13T10:30:00.000Z
4c9uJMNOqI9snFm5ah2Q,Foot POWER 5,published,pro,ChIJuTCIFshm5kcRBtEQJ76dAzc,48.960066&2.2061913,2023-09-24T17:00:00.000Z
4cOIw1ojEwZiHNUV4bAH,Foot POWER 5,canceled,pro,,48.960066&2.2061913,2023-12-27T17:00:00.000Z
4cSHfVUIyKEoyB9uf9EK,UrbanSoccer - Toulouse Montaudran,canceled,captain,ChIJl772e0u8rhIR2foRX4Xa2CI,43.574642&1.4801835,2023-10-05T20:30:00.000Z
4cUmPybBXMcdLEN4quCn,LE 5 DE LEGENDE,played,captain,ChIJU_aXKN_A9EcRHCY74rI9i4Y,45.7617542&4.9413708,2023-11-30T18:00:00.000Z
4cY7g1BctmDNOuOlqhIR,Sport dans la Ville Rhône-Alpes,played,captain,ChIJoUEDcmvr9EcRILCz6hDCQ2o,45.7811703&4.8081568,2024-01-11T19:30:00.000Z
4cienPLw1BlQHWi4agRn,Sport dans la Ville Rhône-Alpes,canceled,captain,,45.7811703&4.8081568,2023-11-14T17:30:00.000Z
4ck7Ju7F5bsDzFHlHlBo,Stadium Thiais,played,pro,,48.7511024&2.3713455,2023-10-20T20:00:00.000Z
4cnm0u5B7ynYTJER4Kx2,LE FIVE Paris 17,canceled,captain,ChIJ7eI8sFNv5kcR5xy52Wc57NU,48.900032&2.3213449,2024-01-09T20:30:00.000Z
4cppsiZBTEhg2A7IA6U5,LE PARK Complexe Multisports,canceled,captain,ChIJdUHbID8O5kcRV5lQhiHTvhs,48.8337843&2.5728501,2024-01-19T20:30:00.000Z
4cuj7fLzCzD8ujzrvR7G,UrbanSoccer La Défense,canceled,captain,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2024-01-07T11:15:00.000Z
4d4kdnB0fCX7GgRAXMAe,LE FIVE Marville - La Courneuve,published,pro,,48.9361223&2.3872592,2023-09-25T11:00:00.000Z
4daUefdS4g3Pw86sJMSB,MONCLUB 2.0,played,captain,ChIJv9owGLm-yRIRfuDnd3G6nR4,43.2895156&5.4611522,2023-11-17T18:00:00.000Z
4daYBczvqyUQG1gs5Jkh,Massilia FIVE,played,captain,ChIJxZ6UmMW-yRIR7ot5DChYj4w,43.28920790000001&5.4503802,2023-12-15T20:00:00.000Z
4dbZknqCwJKfGRkhQ38R,LE FIVE Paris 13,played,pro,ChIJ_bOSChhz5kcRZMTeq_6Gdzg,48.8181615&2.3658793,2024-02-18T16:00:00.000Z
4djK9jSwsOmK5o5DkpRG,UrbanSoccer - Porte d'Aubervilliers,played,captain,ChIJ0dXjDCZs5kcRvX0EpMwxsUY,48.9074912&2.3746518,2023-10-01T09:00:00.000Z
4dm6SwN1iYsJMZUmsMrK,Game 13 foot indoor,played,captain,ChIJNSDvlsXryRIRUXao9hwB79I,43.41258939999999&5.366617,2023-11-20T18:00:00.000Z
4e2dekdY3EaABVNQkxvF,FIVE ARENA MEAUX ,canceled,pro,,48.9539465&2.9154573,2023-12-15T16:00:00.000Z
4e6jlJK0mSBWAfZT3O5U,LE FIVE Bezons,played,captain,,48.9190419&2.2117725,2023-08-28T17:00:00.000Z
4eDsrCrZkb2JP1tH0mQ7,Sport dans la Ville Rhône-Alpes,played,captain,ChIJoUEDcmvr9EcRILCz6hDCQ2o,45.7811703&4.8081568,2024-02-21T18:00:00.000Z
4eGwQDCnQrUz5V7jtdTC,Gymnase Raymond Burgard,canceled,captain,ChIJXWvMzz5w5kcRxt3F8esG5Rg,48.8397321&2.3031861,2023-09-24T08:00:00.000Z
4eVC3xXJrtcjHInktwQj,UrbanSoccer - Quai d'Ivry,canceled,captain,ChIJfXxYJ0xy5kcRw9xTkF6-FZQ,48.8199885&2.3936463,2023-12-05T18:00:00.000Z
4eXigUuYy4MXB9xcXRgq,LE FIVE Créteil,published,pro,,48.7643086&2.4706522,2024-01-02T16:00:00.000Z
4f4h3XXcsg7ZkHw1R7rL,Foot POWER 5,published,pro,ChIJuTCIFshm5kcRBtEQJ76dAzc,48.960066&2.2061913,2023-10-02T19:00:00.000Z
4f51H8DBBuO9COQNrxAF,UrbanSoccer - Puteaux,played,captain,ChIJM_sC0-Nk5kcRhL1y_EFIje8,48.8836397&2.2312283,2023-09-17T10:30:00.000Z
4fHorlF71olLnTVsAoB2,F5 Foot Five,canceled,captain,,45.7857911&4.905926399999999,2023-09-11T16:30:00.000Z
4fI8CCvmmGL1MwatiqrP,Massilia Foot Indoor 2,canceled,captain,,43.3266563&5.3836488,2023-09-07T17:00:00.000Z
4fohJ957Azm85JOUIogH,Stade Marius Requier,played,captain,,43.5039781&5.3911845,2023-09-01T18:45:00.000Z
4fuWcexmqWKcrhpZYmRJ,UrbanSoccer - Porte d'Aubervilliers,played,captain,ChIJ0dXjDCZs5kcRvX0EpMwxsUY,48.9074912&2.3746518,2024-02-20T18:05:00.000Z
4fxZ3BRH15O6so52sFxq,LE FIVE Paris 18,published,pro,ChIJpVT4_n1u5kcRzji6FdTBXXo,48.8978522&2.3700234,2023-10-20T10:00:00.000Z
4fyeusMPnNzcG4hoMFWq,Spot FUTSAL,canceled,captain,ChIJwdUawmfVwkcRaNLo_CmNii0,50.6106345&3.0624494,2023-11-16T17:30:00.000Z
4gKZj7yJWwm5g9319MnW,LE FIVE Bezons,published,pro,ChIJ04KEHBZk5kcRoDWLaMOCCwQ,48.91909&2.2093051,2024-03-01T11:00:00.000Z
4gYnUfICQRIFNIB3XKjP,Stadium Thiais,published,pro,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2024-02-23T15:00:00.000Z
4gmgrTmp3IUKBoE4tvwt,UrbanSoccer - Quai d'Ivry,played,captain,ChIJfXxYJ0xy5kcRw9xTkF6-FZQ,48.8199815&2.3936307,2023-11-07T18:00:00.000Z
4gvUZiRsgWTYKZEB0JqJ,UrbanSoccer - Puteaux,played,captain,ChIJM_sC0-Nk5kcRhL1y_EFIje8,48.8836397&2.2312283,2023-10-02T19:00:00.000Z
4h0xddReBIFblyqnTr4m,LE FIVE Paris 17,played,pro,,48.900032&2.3213449,2023-12-01T16:00:00.000Z
4h4XsCSVntpPMsQMQ1jh,STADIUM FOOT 5 VILLAGE,canceled,captain,ChIJbbOWFtC4yRIR0WXVerbWmnE,43.269413&5.4260321,2024-02-15T19:00:00.000Z
4hpz8E06Z5MqaDFxzs3f,LE PARK Complexe Multisports,draft,captain,ChIJdUHbID8O5kcRV5lQhiHTvhs,48.8337843&2.5728501,2023-12-14T16:30:00.000Z
4hsONbHny5dv45jzbRuu,LE FIVE Créteil,played,captain,ChIJ88lx3VwL5kcRVxCh4lD6_Gk,48.7643086&2.4706522,2024-01-31T18:00:00.000Z
4hwRg7zEdZDRB2ZfrdFX,LE FIVE Villette,played,captain,ChIJTUFnQjps5kcR0pHITLTw1PI,48.9070122&2.3861459,2024-01-16T19:00:00.000Z
4i6pI4ZP02YV6ZGREh3X,Parc Sainte Barbe,played,captain,,48.7922897&2.2913469,2023-09-11T16:00:00.000Z
4idwUmb99GwN6inWg5rx,OHSPORT,draft,captain,ChIJHeG9fA4X5kcRbGNzVY5Ud5I,48.9672396&2.5670436,2023-11-18T19:00:00.000Z
4io3Xv20g2LqLky1EDAZ,Stadium Thiais,played,captain,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2023-11-17T18:00:00.000Z
4jAJks58ssLhfspvoNxG,UrbanSoccer La Défense,played,captain,,48.8996456&2.2216773,2023-09-10T13:30:00.000Z
4jKnFyrzlcXoplGivlY0,LE FIVE Créteil,canceled,captain,ChIJ88lx3VwL5kcRVxCh4lD6_Gk,48.7643086&2.4706522,2023-11-30T20:30:00.000Z
