REPEATER_ID,ADDRESS,CENTRE,DURATION,EXPECTED_TIME,FIRST_OCCURRENCE,LOCATION_LATITUDE,LOCATION_LONGITUDE,MAX_PLAYERS,ORGANIZER,PLACE_ID,PRICE,STATUS,TIME,TIME_ZONE,WEEKDAY
R85G8tKPsjHFK6bg1nUq,"156 Rue de la Nouvelle France, 93100 Montreuil, France",LE FIVE Montreuil,90,17:00,2023-11-22T20:11:15.523Z,48.8613036,2.4653095,10,u9uC1vjdcdQ3UqNxI0SiFxor0m43,ChIJJdTQjr0T5kcRZmGxtIJVy44,11,published,2023-11-22T16:00:00.000Z,Europe/Paris,1
RO2sRslz9zvht1I56gfs,"ZI SENIA, 2 Rue du Courson, 94320 Thiais, France",Stadium Thiais,90,17:30,2023-08-29T13:47:28.696Z,48.7511024,2.3713455,10,psf3NmXEPwdCltHKJC7VuvJocrF3,ChIJ64X9jzx05kcRsHvSfOv6UcA,15,published,2023-08-29T15:30:00.000Z,Europe/Paris,7
RtXhEXXLa3cAVeIAnb3C,"41-51 Rue Jacquard, 77400 Lagny-sur-Marne, France",Top Ten,90,17:00,2023-11-10T20:58:40.694Z,48.8729106,2.6840919,10,i27253AGxOfXgYJK72sBnvUGuMk2,ChIJfXprBx4b5kcRmhe-5pLZUek,5,published,2023-11-10T16:00:00.000Z,Europe/Paris,4
S1FzGcn86gjQct4jLQxk,"Zone Europarc, 1 Rue le Corbusier, 94000 Créteil, France",LE FIVE Créteil,60,17:00,2023-09-05T13:04:24.993Z,48.7643086,2.4706522,10,ZmXMWx7aTdPoPkkGOWa2HIQVblq2,ChIJ88lx3VwL5kcRVxCh4lD6_Gk,7,published,2023-09-05T15:00:00.000Z,Europe/Paris,4
SVK8zCqLB3iwHFiBmB21,In the middle of nowhere,Testing Purposes,90,16:00,2023-10-24T09:14:18.906Z,67.461524,-152.801377,10,f2LrY7SAV3U1V9tUVAZfiMxA3uu1,ChIJIcEOcgsyyIcRdcrrXxtVdGg,12,published,2023-10-24T14:00:00.000Z,Europe/Paris,2
SooYRnyyV7JUcBxqeOuZ,"156 Rue de la Nouvelle France, 93100 Montreuil, France",LE FIVE Montreuil,90,10:00,2023-11-22T20:19:00.365Z,48.8613036,2.4653095,10,u9uC1vjdcdQ3UqNxI0SiFxor0m43,ChIJJdTQjr0T5kcRZmGxtIJVy44,10.5,published,2023-11-22T09:00:00.000Z,Europe/Paris,5
SpkL16UX3OMGLTEj11ZQ,"ZI SENIA, 2 Rue du Courson, 94320 Thiais, France",Stadium Thiais,90,19:00,2023-08-29T13:41:18.065Z,48.7511024,2.3713455,10,psf3NmXEPwdCltHKJC7VuvJocrF3,ChIJ64X9jzx05kcRsHvSfOv6UcA,15,published,2023-08-29T17:00:00.000Z,Europe/Paris,1
SwzsLWTmSLwlnnkLCeSx,"10 Rue Henri de France, 95870 Bezons",LE FIVE Bezons,60,18:00,2023-09-08T09:49:01.349Z,48.91909,2.2093051,10,U3MriTZbPbTUEsU6RtRuHxDMKvg2,ChIJ04KEHBZk5kcRoDWLaMOCCwQ,7,published,2023-11-01T17:00:00.000Z,Europe/Paris,1
SxfLFob5eZysa6c6F62X,"17 Rue Marcelin Berthelot, 92160 Antony, France",Speed Soccer Five,90,18:00,2024-02-09T17:12:13.769Z,48.7360598,2.315058,10,MkTJljXziPXBdRdijccndMLBNCC3,ChIJ2xTNglV25kcR3UDi4AXGfDU,13,published,2024-02-09T17:00:00.000Z,Europe/Paris,1
T6CjcTPWEN6fSTvY0OOh,"26 Rue Hélène et François Missoffe, 75017 Paris, France",LE FIVE Paris 17,60,17:00,2023-09-07T12:16:47.218Z,48.900032,2.3213449,10,V6mqbc9C8FNa1RQlUupjeoqOsZL2,ChIJ7eI8sFNv5kcR5xy52Wc57NU,5,published,2023-09-07T15:00:00.000Z,Europe/Paris,4
TBA0gtlrCyj4uefJyEEx,"ZI SENIA, 2 Rue du Courson, 94320 Thiais, France",Stadium Thiais,60,17:00,2024-03-07T17:39:42.526Z,48.7511024,2.3713455,10,psf3NmXEPwdCltHKJC7VuvJocrF3,ChIJ64X9jzx05kcRsHvSfOv6UcA,8,published,2024-03-07T16:00:00.000Z,Europe/Paris,1
TkDj3yg6mSBnx33RDHDz,"44 Av. Vaucanson, 93370 Montfermeil, France",Footbox,60,16:00,2024-02-06T12:17:52.669Z,48.9022789,2.582647,10,QI89VPazyLhBVnWH871jk4BUEZI3,ChIJY-WkusIR5kcR-tEad3UtaSQ,7,published,2024-02-06T15:00:00.000Z,Europe/Paris,5
TnSk6SPiYSnHJYoyss3B,"ZI SENIA, 2 Rue du Courson, 94320 Thiais, France",Stadium Thiais,90,11:30,2024-02-25T12:34:17.788Z,48.7511024,2.3713455,12,psf3NmXEPwdCltHKJC7VuvJocrF3,ChIJ64X9jzx05kcRsHvSfOv6UcA,15,published,2024-02-25T10:30:00.000Z,Europe/Paris,7
U7eN04cMJWov0STKhNLu,"ZI SENIA, 2 Rue du Courson, 94320 Thiais, France",Stadium Thiais,90,16:00,2023-08-29T13:37:48.469Z,48.7511024,2.3713455,10,psf3NmXEPwdCltHKJC7VuvJocrF3,ChIJ64X9jzx05kcRsHvSfOv6UcA,8,published,2023-10-04T14:00:00.000Z,Europe/Paris,3
UKfCImIdPCQ2znmqkdxF,"187 Rte de Saint-Leu, 93800 Épinay-sur-Seine, France",FOOT IN FIVE - ÉPINAY-SUR-SEINE,90,19:30,2023-09-19T09:01:08.675Z,48.9552257,2.3328346,10,fSh9muNltcVTK0WIVstxyAAnx7V2,ChIJoUR0syFp5kcRUlStnwluaYY,15,canceled,2023-09-19T17:30:00.000Z,Europe/Paris,3
UKwD3YrNVYMxyAfHXjey,"113 Rue de Curembourg, 45400 Fleury-les-Aubrais, France",LE FIVE Orléans Fleury,60,15:00,2024-03-06T11:39:37.293Z,47.9415754,1.9358176,10,aK807pAjR0fYf1xp6STGgehCREy2,ChIJsYfwe3n75EcRnjpH9sw356Q,6,published,2024-03-06T14:00:00.000Z,heure normale d’Europe centrale,2
Uf0ZSkAumim9K3BtNLCr,"Decathlon Village - La Petite Bastide, RN 8 Av. des Chabauds, 13320 Bouc-Bel-Air, France",Monclub Futbol,90,16:30,2023-09-07T05:42:31.426Z,43.4299152,5.4001974,10,CSTy9rmJRQSyWlqWuGiUhGpAGqf2,ChIJGbxxaamUyRIRgGvhHnhJStA,12,published,2023-12-05T15:30:00.000Z,Europe/Paris,6
UkxFVux2CVlAcn1jBI8J,"ZI SENIA, 2 Rue du Courson, 94320 Thiais, France",Stadium Thiais,90,22:00,2023-08-29T13:41:59.131Z,48.7511024,2.3713455,10,psf3NmXEPwdCltHKJC7VuvJocrF3,ChIJ64X9jzx05kcRsHvSfOv6UcA,14,published,2023-08-29T20:00:00.000Z,Europe/Paris,2
UwA2zjUryRxVJGKQ4oHd,"36 Rue des Pommiers, 95240 Cormeilles-en-Parisis, France",Foot POWER 5,90,22:30,2023-09-12T06:23:43.723Z,48.960066,2.2061913,10,sss3dYi6nzWd7rEjwcQ30LGKudj1,ChIJuTCIFshm5kcRBtEQJ76dAzc,7,canceled,2023-09-12T20:30:00.000Z,Europe/Paris,2
VBtcQlPrgbJm767vmlye,"10 Rue Henri de France, 95870 Bezons",LE FIVE Bezons,90,17:30,2023-09-05T16:04:50.170Z,48.91909,2.2093051,10,U3MriTZbPbTUEsU6RtRuHxDMKvg2,ChIJ04KEHBZk5kcRoDWLaMOCCwQ,10.5,published,2023-12-18T16:30:00.000Z,Europe/Paris,3
Vt1nRv9CSlbHJFhVh64U,"ZI SENIA, 2 Rue du Courson, 94320 Thiais, France",Stadium Thiais,90,13:00,2023-08-29T13:48:44.016Z,48.7511024,2.3713455,10,psf3NmXEPwdCltHKJC7VuvJocrF3,ChIJ64X9jzx05kcRsHvSfOv6UcA,15,published,2023-08-29T11:00:00.000Z,Europe/Paris,7
VxYJ8Bi8yEajdfzRemg9,"41-51 Rue Jacquard, 77400 Lagny-sur-Marne, France",Top Ten,90,17:00,2023-11-06T14:07:20.545Z,48.8729106,2.6840919,10,i27253AGxOfXgYJK72sBnvUGuMk2,ChIJfXprBx4b5kcRmhe-5pLZUek,5,published,2023-11-06T16:00:00.000Z,Europe/Paris,3
WUtzNeSJLmxQ3vNzaJja,"113 Rue de Curembourg, 45400 Fleury-les-Aubrais, France",LE FIVE Orléans Fleury,60,15:00,2024-03-06T11:40:41.875Z,47.9415754,1.9358176,10,aK807pAjR0fYf1xp6STGgehCREy2,ChIJsYfwe3n75EcRnjpH9sw356Q,6,published,2024-03-06T14:00:00.000Z,heure normale d’Europe centrale,1
WiReewlSv7lcU7ipeNN5,"10 Rue Henri de France, 95870 Bezons",LE FIVE Bezons,90,21:00,2023-08-31T14:29:17.914Z,48.91909,2.2093051,10,U3MriTZbPbTUEsU6RtRuHxDMKvg2,ChIJ04KEHBZk5kcRoDWLaMOCCwQ,13.5,published,2023-10-29T20:00:00.000Z,Europe/Paris,6
WulZD4z9rvXHbaySWKQ8,"ZI SENIA, 2 Rue du Courson, 94320 Thiais, France",Stadium Thiais,60,17:00,2024-03-07T17:40:41.472Z,48.7511024,2.3713455,10,psf3NmXEPwdCltHKJC7VuvJocrF3,ChIJ64X9jzx05kcRsHvSfOv6UcA,8,published,2024-03-07T16:00:00.000Z,Europe/Paris,5
X0AMgyjm5Sc2D0tpBLE1,"36 Rue des Pommiers, 95240 Cormeilles-en-Parisis, France",Foot POWER 5,90,22:30,2023-09-11T08:52:05.629Z,48.960066,2.2061913,10,sss3dYi6nzWd7rEjwcQ30LGKudj1,ChIJuTCIFshm5kcRBtEQJ76dAzc,7,canceled,2023-09-13T20:30:00.000Z,Europe/Paris,1
XGtcjMVsT6jRcwl3Rosk,"ZI SENIA, 2 Rue du Courson, 94320 Thiais, France",Stadium Thiais,60,17:00,2024-03-07T17:40:13.407Z,48.7511024,2.3713455,10,psf3NmXEPwdCltHKJC7VuvJocrF3,ChIJ64X9jzx05kcRsHvSfOv6UcA,8,published,2024-03-07T16:00:00.000Z,Europe/Paris,3
XTuJY40k0yzxWXusaplt,"Zone Europarc, 1 Rue le Corbusier, 94000 Créteil, France",LE FIVE Créteil,60,17:00,2023-09-05T13:03:26.613Z,48.7643086,2.4706522,10,ZmXMWx7aTdPoPkkGOWa2HIQVblq2,ChIJ88lx3VwL5kcRVxCh4lD6_Gk,7,published,2023-09-05T15:00:00.000Z,Europe/Paris,1
XVe282dOKBWAd66lDdFq,"139 Rue François Mauriac, 13010 Marseille, France",STADIUM FOOT 5 VILLAGE,60,19:00,2024-03-04T15:28:13.146Z,43.269413,5.4260321,10,fnjdH1TDJDcBVFnZjcSuXiImF7p2,ChIJbbOWFtC4yRIR0WXVerbWmnE,10,published,2024-03-04T18:00:00.000Z,Europe/Paris,5
XpVQVYWCxIUO4eaX5vRc,"156 Rue de la Nouvelle France, 93100 Montreuil, France",LE FIVE Montreuil,90,12:30,2023-11-22T20:19:19.300Z,48.8613036,2.4653095,10,u9uC1vjdcdQ3UqNxI0SiFxor0m43,ChIJJdTQjr0T5kcRZmGxtIJVy44,10.5,published,2023-11-22T11:30:00.000Z,Europe/Paris,5
XxpyrsRBlLZlMTkM6JhF,"44 Av. Vaucanson, 93370 Montfermeil, France",Footbox,60,19:00,2024-02-06T12:02:14.074Z,48.9022789,2.582647,10,QI89VPazyLhBVnWH871jk4BUEZI3,ChIJY-WkusIR5kcR-tEad3UtaSQ,10,published,2024-02-06T18:00:00.000Z,Europe/Paris,1
Y2Z3O9XIeLSw2OferP8p,"41-51 Rue Jacquard, 77400 Lagny-sur-Marne, France",Top Ten,90,17:00,2023-11-06T14:06:52.581Z,48.8729106,2.6840919,10,i27253AGxOfXgYJK72sBnvUGuMk2,ChIJfXprBx4b5kcRmhe-5pLZUek,5,published,2023-11-06T16:00:00.000Z,Europe/Paris,3
Y4SggDTtMY3i6Rjnqxcj,"44 Av. Vaucanson, 93370 Montfermeil, France",Footbox,60,23:00,2024-02-06T12:03:33.141Z,48.9022789,2.582647,10,QI89VPazyLhBVnWH871jk4BUEZI3,ChIJY-WkusIR5kcR-tEad3UtaSQ,10,published,2024-02-06T22:00:00.000Z,Europe/Paris,1
Y6pdQw7Bs5RK9s1EWIg2,"ZI SENIA, 2 Rue du Courson, 94320 Thiais, France",Stadium Thiais,90,10:30,2023-08-29T13:44:15.090Z,48.7511024,2.3713455,10,psf3NmXEPwdCltHKJC7VuvJocrF3,ChIJ64X9jzx05kcRsHvSfOv6UcA,12,published,2023-08-29T08:30:00.000Z,Europe/Paris,6
YikGa20ItPckFamABWhR,"ZI SENIA, 2 Rue du Courson, 94320 Thiais, France",Stadium Thiais,90,13:00,2023-08-29T13:47:03.305Z,48.7511024,2.3713455,10,psf3NmXEPwdCltHKJC7VuvJocrF3,ChIJ64X9jzx05kcRsHvSfOv6UcA,15,published,2023-08-29T11:00:00.000Z,Europe/Paris,6
Ynn6ivJeGM8Nz5PCMsDy,"ZI SENIA, 2 Rue du Courson, 94320 Thiais, France",Stadium Thiais,90,17:30,2023-08-29T13:39:56.587Z,48.7511024,2.3713455,10,psf3NmXEPwdCltHKJC7VuvJocrF3,ChIJ64X9jzx05kcRsHvSfOv6UcA,10,published,2023-08-29T15:30:00.000Z,Europe/Paris,2
YvnUB1piQRy71SOJ4OBi,"ZI SENIA, 2 Rue du Courson, 94320 Thiais, France",Stadium Thiais,60,17:30,2024-03-07T17:42:35.656Z,48.7511024,2.3713455,10,psf3NmXEPwdCltHKJC7VuvJocrF3,ChIJ64X9jzx05kcRsHvSfOv6UcA,10,published,2024-03-07T16:30:00.000Z,Europe/Paris,4
Z26x0rVp2PkMyYJ9936U,"44 Av. Vaucanson, 93370 Montfermeil, France",Footbox,60,22:00,2024-02-06T11:51:06.825Z,48.9022789,2.582647,10,QI89VPazyLhBVnWH871jk4BUEZI3,ChIJY-WkusIR5kcR-tEad3UtaSQ,10,published,2024-02-06T21:00:00.000Z,Europe/Paris,3
Z60XbKo8q6MH9EvqAqJw,"44 Av. Vaucanson, 93370 Montfermeil, France",Footbox,60,15:00,2024-02-06T12:17:45.350Z,48.9022789,2.582647,10,QI89VPazyLhBVnWH871jk4BUEZI3,ChIJY-WkusIR5kcR-tEad3UtaSQ,7,published,2024-02-06T14:00:00.000Z,Europe/Paris,5
ZEDY3Q6849TAtr5ehhSg,"111 Rue Alexandre Fourny, 94500 Champigny-sur-Marne, France",LE FIVE Champigny,60,18:00,2023-09-04T13:16:06.431Z,48.8194084,2.5251846,10,evlV9mUgATYQ5343zpYZvk4w0r03,ChIJsXi1PLYN5kcRTVVDuczgS2s,11,published,2023-09-04T16:00:00.000Z,Europe/Paris,4
aM6PO0CzkqMIng1oQpVl,"41-51 Rue Jacquard, 77400 Lagny-sur-Marne, France",Top Ten,90,12:00,2023-11-08T09:39:40.114Z,48.8729106,2.6840919,10,i27253AGxOfXgYJK72sBnvUGuMk2,ChIJfXprBx4b5kcRmhe-5pLZUek,5,published,2023-11-08T11:00:00.000Z,Europe/Paris,3
aNKr8RYRTOF5BJbNGWNt,"36 Rue des Pommiers, 95240 Cormeilles-en-Parisis, France",Foot POWER 5,90,22:30,2023-09-11T19:31:34.226Z,48.960066,2.2061913,10,sss3dYi6nzWd7rEjwcQ30LGKudj1,ChIJuTCIFshm5kcRBtEQJ76dAzc,7,canceled,2023-09-11T20:30:00.000Z,Europe/Paris,2
aPbzghOUOyTm8kmyfNdw,"44 Av. Vaucanson, 93370 Montfermeil, France",Footbox,60,23:00,2024-02-06T12:05:52.960Z,48.9022789,2.582647,10,QI89VPazyLhBVnWH871jk4BUEZI3,ChIJY-WkusIR5kcR-tEad3UtaSQ,10,published,2024-02-06T22:00:00.000Z,Europe/Paris,2
aQqAxnDQieAsy5oQD82Z,"ZI SENIA, 2 Rue du Courson, 94320 Thiais, France",Stadium Thiais,90,16:00,2023-08-29T13:47:16.754Z,48.7511024,2.3713455,10,psf3NmXEPwdCltHKJC7VuvJocrF3,ChIJ64X9jzx05kcRsHvSfOv6UcA,15,published,2023-08-29T14:00:00.000Z,Europe/Paris,7
as2m0T7HeLRjWzy6Upit,"187 Rte de Saint-Leu, 93800 Épinay-sur-Seine, France",FOOT IN FIVE - ÉPINAY-SUR-SEINE,90,18:30,2023-09-19T09:02:12.313Z,48.9552257,2.3328346,10,fSh9muNltcVTK0WIVstxyAAnx7V2,ChIJoUR0syFp5kcRUlStnwluaYY,15,canceled,2023-09-19T16:30:00.000Z,Europe/Paris,5
autf5FgwxAe3cewMozEL,"ZI SENIA, 2 Rue du Courson, 94320 Thiais, France",Stadium Thiais,90,11:30,2023-08-29T13:46:48.739Z,48.7511024,2.3713455,10,psf3NmXEPwdCltHKJC7VuvJocrF3,ChIJ64X9jzx05kcRsHvSfOv6UcA,15,published,2023-08-29T09:30:00.000Z,Europe/Paris,7
bAXsR9V3czqvW3HZxNkY,"41-51 Rue Jacquard, 77400 Lagny-sur-Marne, France",Top Ten,90,12:00,2024-01-18T21:19:06.290Z,48.8729106,2.6840919,10,i27253AGxOfXgYJK72sBnvUGuMk2,ChIJfXprBx4b5kcRmhe-5pLZUek,15,published,2024-01-18T11:00:00.000Z,Europe/Paris,7
bgRS6A0AAgdT3ail6MtW,"ZI SENIA, 2 Rue du Courson, 94320 Thiais, France",Stadium Thiais,90,15:00,2023-08-29T13:35:54.526Z,48.7511024,2.3713455,10,psf3NmXEPwdCltHKJC7VuvJocrF3,ChIJ64X9jzx05kcRsHvSfOv6UcA,8,published,2023-10-04T13:00:00.000Z,Europe/Paris,1
byOJhFUo2EDI68IVjMqd,"304 Av. du Pylône, 06600 Antibes, France",Stadium Antibes,60,12:30,2024-03-05T12:17:50.844Z,43.6121609,7.122323,10,w5VZiCXqSxQ40riMnKYLO11xmeJ2,ChIJSSGxg-PUzRIRblID9ACQndc,7,published,2024-03-05T11:30:00.000Z,Europe/Paris,5
c0YdvzJPopTTSMXZP1oO,"113 Rue de Curembourg, 45400 Fleury-les-Aubrais, France",LE FIVE Orléans Fleury,60,9:00,2024-03-06T11:38:59.706Z,47.9415754,1.9358176,10,aK807pAjR0fYf1xp6STGgehCREy2,ChIJsYfwe3n75EcRnjpH9sw356Q,9.5,published,2024-03-06T08:00:00.000Z,heure normale d’Europe centrale,6
cTBUTrhKbMl5azoc6hHY,"ZI SENIA, 2 Rue du Courson, 94320 Thiais, France",Stadium Thiais,90,19:00,2023-08-29T13:42:44.520Z,48.7511024,2.3713455,10,psf3NmXEPwdCltHKJC7VuvJocrF3,ChIJ64X9jzx05kcRsHvSfOv6UcA,15,published,2023-08-29T17:00:00.000Z,Europe/Paris,4
cdr0N8CZ1z8D7MiQY0NY,"50 Rue de la Fosse aux Loups, 95100 Argenteuil, France",Foot-Max Argenteuil,60,19:00,2023-09-04T15:13:04.269Z,48.9501632,2.2093946,10,SuEnyPZ4TgNIkt1yap2yJ3ZHO6p1,ChIJi9oIzaRm5kcRJYcK7QsdRMU,7,canceled,2023-10-02T17:00:00.000Z,Europe/Paris,2
cfiS5qvJ6WjBZp2FnXrx,"156 Rue de la Nouvelle France, 93100 Montreuil, France",LE FIVE Montreuil,90,14:00,2023-11-22T20:29:32.880Z,48.8613036,2.4653095,10,u9uC1vjdcdQ3UqNxI0SiFxor0m43,ChIJJdTQjr0T5kcRZmGxtIJVy44,15,published,2023-11-22T13:00:00.000Z,Europe/Paris,7
cqeumQOO8zkA24Uspw6e,"51 Av. Roger Salengro, 93120 La Courneuve, France",LE FIVE Marville - La Courneuve,60,17:00,2024-02-29T15:15:25.189Z,48.9361223,2.3872592,10,1GfAHFfqO6dOj37bPrTRuDS5gnk1,ChIJ2dHdMZxr5kcR0aKYHYsp0pY,7,published,2024-02-29T16:00:00.000Z,Europe/Paris,2
csPDq6HcOnHqRpfFdWWe,"156 Rue de la Nouvelle France, 93100 Montreuil, France",LE FIVE Montreuil,90,14:00,2023-11-22T20:21:09.835Z,48.8613036,2.4653095,10,u9uC1vjdcdQ3UqNxI0SiFxor0m43,ChIJJdTQjr0T5kcRZmGxtIJVy44,15,published,2023-11-22T13:00:00.000Z,Europe/Paris,6
cxGN0zMJuxPvZfrPgx8l,"215 Rue d'Aubervilliers, 75018 Paris, France",LE FIVE Paris 18,90,22:20,2023-08-30T05:42:01.446Z,48.8978522,2.3700234,10,UQf33jQhVZhle917nO0h7D5qclV2,ChIJpVT4_n1u5kcRzji6FdTBXXo,10,published,2023-08-30T20:20:00.000Z,Europe/Paris,4
cxy10gzr2N7ZW065M9hL,"ZI SENIA, 2 Rue du Courson, 94320 Thiais, France",Stadium Thiais,90,22:00,2023-08-29T13:42:55.345Z,48.7511024,2.3713455,10,psf3NmXEPwdCltHKJC7VuvJocrF3,ChIJ64X9jzx05kcRsHvSfOv6UcA,14,published,2023-08-29T20:00:00.000Z,Europe/Paris,4
dEdC9LePyB2EDM4QsbJR,"ZI SENIA, 2 Rue du Courson, 94320 Thiais, France",Stadium Thiais,90,19:00,2023-08-29T13:45:08.369Z,48.7511024,2.3713455,10,psf3NmXEPwdCltHKJC7VuvJocrF3,ChIJ64X9jzx05kcRsHvSfOv6UcA,15,published,2023-08-29T17:00:00.000Z,Europe/Paris,6
dIHZ27CyiK9ATYBy1lZh,"ZI SENIA, 2 Rue du Courson, 94320 Thiais, France",Stadium Thiais,60,12:00,2023-08-29T13:35:31.785Z,48.7511024,2.3713455,10,psf3NmXEPwdCltHKJC7VuvJocrF3,ChIJ64X9jzx05kcRsHvSfOv6UcA,7,published,2023-08-29T10:00:00.000Z,Europe/Paris,5
ddaHWhmot9Kwm9IuL6Ai,"41-51 Rue Jacquard, 77400 Lagny-sur-Marne, France",Top Ten,90,17:00,2023-11-06T14:08:18.763Z,48.8729106,2.6840919,10,i27253AGxOfXgYJK72sBnvUGuMk2,ChIJfXprBx4b5kcRmhe-5pLZUek,5,published,2023-11-06T16:00:00.000Z,Europe/Paris,5
dqbThsDVIMUbbl4PfRsZ,"41-51 Rue Jacquard, 77400 Lagny-sur-Marne, France",Top Ten,90,22:30,2023-11-06T14:11:37.169Z,48.8729106,2.6840919,10,i27253AGxOfXgYJK72sBnvUGuMk2,ChIJfXprBx4b5kcRmhe-5pLZUek,16.5,published,2024-01-10T21:30:00.000Z,Europe/Paris,4
dzOizbg7yiGe0P6kipzt,"44 Av. Vaucanson, 93370 Montfermeil, France",Footbox,60,15:00,2024-02-06T12:15:38.069Z,48.9022789,2.582647,10,QI89VPazyLhBVnWH871jk4BUEZI3,ChIJY-WkusIR5kcR-tEad3UtaSQ,7,published,2024-02-06T14:00:00.000Z,Europe/Paris,4
e19BOwqMvVffB4CIQf6u,"ZI SENIA, 2 Rue du Courson, 94320 Thiais, France",Stadium Thiais,90,17:30,2023-08-29T13:40:10.744Z,48.7511024,2.3713455,10,psf3NmXEPwdCltHKJC7VuvJocrF3,ChIJ64X9jzx05kcRsHvSfOv6UcA,10,published,2023-08-29T15:30:00.000Z,Europe/Paris,3
eD5P4whGml9hUw5h9hNu,"156 Rue de la Nouvelle France, 93100 Montreuil, France",LE FIVE Montreuil,90,12:00,2023-11-22T20:16:51.800Z,48.8613036,2.4653095,10,u9uC1vjdcdQ3UqNxI0SiFxor0m43,ChIJJdTQjr0T5kcRZmGxtIJVy44,10.5,published,2023-11-22T11:00:00.000Z,Europe/Paris,4
el9DPhMTU3wrnj0bzNJ8,"44 Av. Vaucanson, 93370 Montfermeil, France",Footbox,60,13:00,2024-02-06T12:21:59.916Z,48.9022789,2.582647,10,QI89VPazyLhBVnWH871jk4BUEZI3,ChIJY-WkusIR5kcR-tEad3UtaSQ,10,published,2024-02-06T12:00:00.000Z,Europe/Paris,6
esB2HxdJFvjd2zyuRQm0,"44 Av. Vaucanson, 93370 Montfermeil, France",Footbox,60,15:00,2024-02-06T12:04:21.227Z,48.9022789,2.582647,10,QI89VPazyLhBVnWH871jk4BUEZI3,ChIJY-WkusIR5kcR-tEad3UtaSQ,7,published,2024-02-06T14:00:00.000Z,Europe/Paris,2
f1PAUfhpkxeC6MrghbC8,"44 Av. Vaucanson, 93370 Montfermeil, France",Footbox,60,17:00,2024-02-06T12:04:41.708Z,48.9022789,2.582647,10,QI89VPazyLhBVnWH871jk4BUEZI3,ChIJY-WkusIR5kcR-tEad3UtaSQ,7,published,2024-02-06T16:00:00.000Z,Europe/Paris,2
fOXaxoZHTxw8FcsorZAs,"Kinshasa, République démocratique du Congo",Kinshasa,90,12:23,2024-01-21T08:03:29.375Z,-4.3032527,15.310528,10,zCvsukfMuuffsuPpSTQwb7MusMD2,ChIJi2oG_jAxahoRjTdSH05-ixY,12,published,2024-01-21T11:23:00.000Z,Europe/Paris,7
fRks0fSODpf4bMqhbvQt,"ZI SENIA, 2 Rue du Courson, 94320 Thiais, France",Stadium Thiais,90,17:30,2023-08-29T13:40:44.418Z,48.7511024,2.3713455,10,psf3NmXEPwdCltHKJC7VuvJocrF3,ChIJ64X9jzx05kcRsHvSfOv6UcA,10,published,2023-08-29T15:30:00.000Z,Europe/Paris,5
fa1GfhFzRVdox7OFQvWh,"44 Av. Vaucanson, 93370 Montfermeil, France",Footbox,60,14:00,2024-02-06T12:06:42.210Z,48.9022789,2.582647,10,QI89VPazyLhBVnWH871jk4BUEZI3,ChIJY-WkusIR5kcR-tEad3UtaSQ,7,published,2024-02-06T13:00:00.000Z,Europe/Paris,3
fdVWm0NAmHuebLW0apM5,"44 Av. Vaucanson, 93370 Montfermeil, France",Footbox,60,16:00,2024-02-06T12:23:57.011Z,48.9022789,2.582647,10,QI89VPazyLhBVnWH871jk4BUEZI3,ChIJY-WkusIR5kcR-tEad3UtaSQ,10,published,2024-02-06T15:00:00.000Z,Europe/Paris,7
fkSOWbdK2eE10Fk2ZIlV,"304 Av. du Pylône, 06600 Antibes, France",Stadium Antibes,60,17:00,2024-03-05T12:16:07.436Z,43.6121609,7.122323,10,w5VZiCXqSxQ40riMnKYLO11xmeJ2,ChIJSSGxg-PUzRIRblID9ACQndc,10,published,2024-03-05T16:00:00.000Z,Europe/Paris,5
foYDMAEdnttMrYfmjmO1,"111 Rue Alexandre Fourny, 94500 Champigny-sur-Marne, France",LE FIVE Champigny,60,17:00,2023-09-04T13:09:02.689Z,48.8194084,2.5251846,10,evlV9mUgATYQ5343zpYZvk4w0r03,ChIJsXi1PLYN5kcRTVVDuczgS2s,7,published,2023-09-04T15:00:00.000Z,Europe/Paris,2
fteeF3HJb0Ea1ExS8afY,"36 Rue des Pommiers, 95240 Cormeilles-en-Parisis, France",Foot POWER 5,90,09:00,2023-09-20T03:02:08.712Z,48.960066,2.2061913,10,sss3dYi6nzWd7rEjwcQ30LGKudj1,ChIJuTCIFshm5kcRBtEQJ76dAzc,10,canceled,2023-09-20T07:00:00.000Z,Europe/Paris,7
gAMkbhe6H0Cf5VXeQWVJ,"44 Av. Vaucanson, 93370 Montfermeil, France",Footbox,60,14:00,2024-02-06T12:22:06.944Z,48.9022789,2.582647,10,QI89VPazyLhBVnWH871jk4BUEZI3,ChIJY-WkusIR5kcR-tEad3UtaSQ,10,published,2024-02-06T13:00:00.000Z,Europe/Paris,6
gTQYpLAaHjFbLQDfEZUl,"44 Av. Vaucanson, 93370 Montfermeil, France",Footbox,60,19:00,2024-02-06T12:07:22.225Z,48.9022789,2.582647,10,QI89VPazyLhBVnWH871jk4BUEZI3,ChIJY-WkusIR5kcR-tEad3UtaSQ,10,published,2024-02-06T18:00:00.000Z,Europe/Paris,3
geD6Bb6hZaiflMj9CPY0,"44 Av. Vaucanson, 93370 Montfermeil, France",Footbox,60,16:00,2024-02-06T12:07:01.878Z,48.9022789,2.582647,10,QI89VPazyLhBVnWH871jk4BUEZI3,ChIJY-WkusIR5kcR-tEad3UtaSQ,7,published,2024-02-06T15:00:00.000Z,Europe/Paris,3
