DOC_ID,CENTRE,STATUS,PLACE_ID,LOCATION,DATE
GLYQtCAbXzJ9uGkdH4mI,LE FIVE Montreuil,played,ChIJJdTQjr0T5kcRZmGxtIJVy44,48.86124119999999&2.4653876,2024-01-07T18:00:00.000Z
GLqY53pSX5UVF373CCGf,Play Soccer,published,ChIJQ-UxZn-5rhIRKWoQydM5T9s,43.5512023&1.4098927,
GLtZ7ccj9Yxge187uw7Y,FOOT IN FIVE - ÉPINAY-SUR-SEINE,canceled,,48.9552257&2.3328346,2023-11-26T11:00:00.000Z
GM8JhkV7znrCyptBUtvH,OHSPORT,played,ChIJHeG9fA4X5kcRbGNzVY5Ud5I,48.9672396&2.5670436,2023-11-13T17:30:00.000Z
GMFZ6SDR5aYhLAudF3xR,Foot indoor park,published,ChIJsTrNSs6P9EcRTRo8HUxAEaM,45.9432046&4.7179343,2023-10-05T15:00:00.000Z
GMKzKyZFsqxGf3XxWbO2,Foot POWER 5,canceled,,48.960066&2.2061913,2023-09-11T20:30:00.000Z
GMSAbzSkDB7jgQsRaENv,Top Ten,published,,48.8729106&2.6840919,2024-02-23T16:00:00.000Z
GMhsMiZ7IqKcoCrSORxA,UrbanSoccer - Puteaux,canceled,ChIJM_sC0-Nk5kcRhL1y_EFIje8,48.8836397&2.2312283,2023-12-07T17:30:00.000Z
GMoF2ruYS6Ia4GQHrkl6,Sun Set Soccer,canceled,ChIJ-2jOt33D9EcRLZL2mS5Gvz4,45.6768927&4.9409477,2023-12-10T14:00:00.000Z
GN967T418Wjfj2jzI0vT,Parc Omnisport Suzanne Lenglen,published,ChIJ0_E6kcV65kcRpEn1nM0j_KU,48.8303784&2.2714163,2023-11-03T14:00:00.000Z
GNAcWRpNRWwb1CGJz6YL,Play Soccer,played,ChIJQ-UxZn-5rhIRKWoQydM5T9s,43.5512023&1.4098927,2023-12-28T11:30:00.000Z
GNCLakx8WbuCToxxR9ps,LE FIVE Paris 18,published,,48.8978522&2.3700234,2023-08-27T15:00:00.000Z
GNE4TJEHb9hblEMqp7uK,LE FIVE Créteil,published,,48.7643086&2.4706522,2023-11-04T14:30:00.000Z
GNKyzfgGvt7FnZfb5RLH,Play Soccer,published,ChIJQ-UxZn-5rhIRKWoQydM5T9s,43.5512023&1.4098927,2024-01-15T19:30:00.000Z
GNMQupug3jowtVQBPOPf,Le Street Foot en Salle,played,ChIJt_AXL6Jg5kcRu6rBmnrmeUM,49.0164435&2.181307,2023-11-15T19:00:00.000Z
GNW7fKfzAZL77IZncQWg,Stade de foot Pompadour,played,ChIJZWcRAWN15kcR0aRSqeWgmaI,48.773015&2.432866,2023-12-21T18:30:00.000Z
GNjRVbyWHojGXC6nLc7I,Complexe Sportif Marcel Cerdan,canceled,ChIJMUx84OsU5kcRF09NrqkprB0,48.9588502&2.4927059,2023-12-07T18:00:00.000Z
GO7ozx27kvLjrEQSfjOz,Parcours sportif de la plaine du Luth,canceled,ChIJzRgVdzJv5kcRvh7TyyBSol0,48.9353111&2.2867938,2024-01-16T18:45:00.000Z
GONcBQE3TRchuV3MoKSM,Stadium Thiais,played,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2024-01-10T16:30:00.000Z
GOq7fcvmWnXL9VUKRZ5X,BIG5,played,ChIJsb_7TJFp5kcRSPL5VqZulr4,48.9901429&2.3617895,2023-12-21T21:30:00.000Z
GOq99RYWLw8I0jgfIZVl,LE FIVE Villette,canceled,ChIJTUFnQjps5kcR0pHITLTw1PI,48.9070122&2.3861459,2023-11-27T17:30:00.000Z
GP3RoMAnweZUSl3S7T3o,Stadium Thiais,published,,48.7511024&2.3713455,2024-03-13T15:00:00.000Z
GPH78B5jglZZWa1rUCx9,Monclub Futbol,played,ChIJGbxxaamUyRIRgGvhHnhJStA,43.4299152&5.4001974,2023-10-24T18:00:00.000Z
GPLWWvJfAEEtkgAXwAej,UrbanSoccer - Porte d'Aubervilliers,canceled,ChIJ0dXjDCZs5kcRvX0EpMwxsUY,48.9074912&2.3746518,2023-11-28T18:10:00.000Z
GPMJ0WzQnVoQoNxqRhtd,POWER FIVE ( Foot à 5 en intérieur ),canceled,ChIJ6ULNmyh15kcRV9cjbnBjGr8,48.7301249&2.4343214,2023-11-16T17:00:00.000Z
GPaBrERZMNxHK48ozHEu,Parc Interdépartemental de Choisy Paris Val de Marne,played,ChIJUxSNzpZ05kcRiP7--vdycQs,48.768701&2.433449,2023-11-06T20:00:00.000Z
GPjIjdNx5vI4IVpZw3a6,UrbanSoccer - Lyon Parilly,played,ChIJx3FQWjLC9EcRrrQb2eV7i_4,45.7120399&4.9039284,2024-01-15T18:15:00.000Z
GQ8GgRJrNvFfychOsv71,UrbanSoccer - Marne-La-Vallée,published,,48.82658600000001&2.6296937,2023-09-06T19:30:00.000Z
GQPKMT8JR9XQilPtGsP2,MONCLUB 2.0,canceled,ChIJv9owGLm-yRIRfuDnd3G6nR4,43.2895156&5.4611522,2023-11-24T18:00:00.000Z
GQQLnmt4IcdwLrOJao9S,Top Ten,published,,48.8729106&2.6840919,2024-02-27T21:30:00.000Z
GQQp73UEFPlOx1WvdluT,UrbanSoccer - Quai d'Ivry,canceled,ChIJfXxYJ0xy5kcRw9xTkF6-FZQ,48.8199815&2.3936307,2023-11-05T18:20:00.000Z
GQUDqwl4eowA7oRhJEkq,Game 13 foot indoor,canceled,ChIJNSDvlsXryRIRUXao9hwB79I,43.41258939999999&5.366617,2023-10-30T17:00:00.000Z
GQWP1YXOdothykpdnNkd,Stadium Thiais,published,,48.7511024&2.3713455,2023-08-30T17:00:00.000Z
GQYP6IopokGhJqxV6iTt,Classico Foot,canceled,ChIJFV442oCxrhIRgsZy5aIbkNs,43.5945434&1.2911399,2023-11-26T18:00:00.000Z
GQfcKzQ2bQiHtZjw5d95,FOOT IN FIVE - ÉPINAY-SUR-SEINE,canceled,,48.9552257&2.3328346,2023-12-20T17:00:00.000Z
GQyw5wtjZ7GZ7RBZYuOd,Centre Sportif Maryse Hilsz,played,ChIJgY6iBYxt5kcRHD7TB4jAHV4,48.8520783&2.4128877,2024-01-25T11:30:00.000Z
GR5GoVEA1dTo2aHhd7se,LE FIVE Bezons,canceled,ChIJ71Mv0Wpk5kcRg-H9x7L-dXo,48.9190524&2.211796,2023-12-15T20:00:00.000Z
GREB1TNxPnZxG2wPw928,Stadium Thiais,played,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2023-09-26T20:00:00.000Z
GRkhH9AKGjzMO7KVII47,Parc Sainte Barbe,canceled,,48.7922897&2.2913469,2023-09-07T16:00:00.000Z
GRmRUkn4AuxFXcIOqzmN,LE PARK Complexe Multisports,played,,48.71189589999999&2.5771181,2023-11-18T18:30:00.000Z
GRqLExyY5TkoQdMjsHpP,UrbanSoccer - Quai d'Ivry,canceled,,48.8199815&2.3936307,2023-09-09T08:30:00.000Z
GSD5GNh26k1OMiDVP8Za,UrbanSoccer La Défense,played,,48.8996456&2.2216773,2023-09-05T15:45:00.000Z
GSZRY1JwkFXsNDJSNv36,UrbanSoccer Meudon,played,,48.8001332&2.2140804,2023-09-12T17:00:00.000Z
GSu5aoKmY9BwMoiGDvs8,Events Five,published,ChIJf8cSCJG5rhIRoQadPH-wW1U,43.5399703&1.3922897,2023-11-19T17:00:00.000Z
GT1KAJWIsHF6txqXxyzg,Stadium Thiais,published,,48.7511024&2.3713455,2023-12-03T10:30:00.000Z
GTH00BM7amHn8fSOsO5r,UrbanSoccer La Défense,canceled,,48.8996456&2.2216773,2023-09-25T17:45:00.000Z
GTRcZn3CSje1jLs0Wi8z,Top Ten,published,,48.8729106&2.6840919,2024-02-26T21:30:00.000Z
GTTdubmtPuo5LRF3HmPz,Stadium Thiais,played,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2024-01-09T19:30:00.000Z
GTfxtxyHhYrBruO1pDcc,Stadium Thiais,canceled,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2024-01-18T20:30:00.000Z
GU5vo7ZUGyvClkBmqmrl,LE FIVE Carrières-sous-Poissy,canceled,,48.9468144&2.0230574,2023-09-08T17:30:00.000Z
GU81rNNDeKPOpGneijPX,Testing Purposes,published,,67.461524&-152.801377,2023-09-05T12:00:00.000Z
GUD7HDeFi4QBAnC0hmKz,LE FIVE Villette,canceled,,48.9070122&2.3861459,2023-09-28T16:00:00.000Z
GUQi84LMoR2OJ3ihPo68,UrbanSoccer La Défense,played,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2023-09-15T15:35:00.000Z
GUf2O3714fHnWTlPv8Sa,UrbanSoccer - Quai d'Ivry,played,ChIJfXxYJ0xy5kcRw9xTkF6-FZQ,48.8199815&2.3936307,2023-10-19T18:45:00.000Z
GUj7SB5b6DjzmVfIZqjl,Stadium Thiais,published,,48.7511024&2.3713455,2024-03-04T18:00:00.000Z
GVDFPEpRHddYQGf0kclm,Z5 Aix,played,ChIJKb-U_9KSyRIRKIFKbH5mW18,43.4787869&5.3969048,2023-12-28T19:00:00.000Z
GVZ1CNaU1LMxEHegCm69,UrbanSoccer - Puteaux,canceled,ChIJM_sC0-Nk5kcRhL1y_EFIje8,48.8836397&2.2312283,2023-11-01T18:15:00.000Z
GVeoYpy96vvLg3wlMDBG,Stadium Thiais,published,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2023-12-15T18:00:00.000Z
GVi7JaxGMhySYSYJimgK,Parc Sainte Barbe,canceled,ChIJtw301r5w5kcRvRjidiuAyaw,48.7922897&2.2913469,2023-11-06T17:00:00.000Z
GWC74IuzqqmjML1ibOg7,Foot POWER 5,published,,48.960066&2.2061913,2023-09-26T20:30:00.000Z
GWENpRz38kYYqgSQMFQg,Foot POWER 5,played,ChIJuTCIFshm5kcRBtEQJ76dAzc,48.960066&2.2061913,2023-09-30T16:00:00.000Z
GWOStm0DUKuURYePpEOt,LE FIVE Villette,played,ChIJTUFnQjps5kcR0pHITLTw1PI,48.9070122&2.3861459,2023-12-19T10:00:00.000Z
GWUQEf9JF7sxmDz4NdWG,LE FIVE Villette,played,,48.9070122&2.3861459,2023-11-22T20:00:00.000Z
GWd8Mj3D1e1iy3wh0g1R,UrbanSoccer - Puteaux,canceled,ChIJM_sC0-Nk5kcRhL1y_EFIje8,48.8836397&2.2312283,2023-10-23T09:00:00.000Z
GX2mQu4wQBPzTe90Lcsu,UrbanSoccer Guyancourt,canceled,ChIJmdX-2c-A5kcRj1wtOS8rZmo,48.7722091&2.0600292,2023-12-28T11:30:00.000Z
GXlCfeuPTFteuYTLhCFc,LE FIVE Carrières-sous-Poissy,canceled,ChIJ9T4fWfyL5kcRCBX-FyZLvEE,48.9468144&2.0230574,2024-01-24T21:30:00.000Z
GXpSqWnLOISwgrHMelpN,Stadium Thiais,published,,48.7511024&2.3713455,2024-03-08T18:00:00.000Z
GYGCFvQm3O2YkmD7s7ta,Stadium Thiais,canceled,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2023-11-12T18:00:00.000Z
GYGVQGOPJiihGBqN1JgV,LE FIVE Sarcelles,published,ChIJ6_q3Fxhq5kcRCpoEwnoXX1Q,48.99782219999999&2.3902225,2023-12-15T18:50:00.000Z
GYR9FONi7JtVnsKDjGFe,UrbanSoccer Meudon,canceled,,48.8001332&2.2140804,2023-09-05T17:30:00.000Z
GYmobfI4ZLEBmDMl0t5U,FOOT IN FIVE - ÉPINAY-SUR-SEINE,published,,48.9552257&2.3328346,2023-09-29T16:30:00.000Z
GYrbYApmG8N8j7LYwrqu,Abd Drive,played,ChIJCVBWxGht5kcRclC3u2EvPKs,48.86598919999999&2.4308229,2024-01-06T08:00:00.000Z
GYtdsLbyrEgR44ggFEY4,UrbanSoccer - Lille Lezennes,published,ChIJR3ro5nTWwkcRfM_S3Be9HjI,50.6162725&3.0998108,2024-01-26T18:00:00.000Z
GYwTdTgil6VEj02PAX6v,Play Soccer,published,ChIJQ-UxZn-5rhIRKWoQydM5T9s,43.5512023&1.4098927,2024-01-01T18:00:00.000Z
GZ9GivsRM6fBozqfmoV5,Foot POWER 5,published,,48.960066&2.2061913,2023-09-01T16:00:00.000Z
GZLb7HUuaJH4OWZl8uWo,LE FIVE Paris 18,played,ChIJpVT4_n1u5kcRzji6FdTBXXo,48.8978522&2.3700234,2024-01-24T20:30:00.000Z
GZPnjQiX0oh62IPNEaPe,STADIUM FOOT 5 VILLAGE,played,ChIJbbOWFtC4yRIR0WXVerbWmnE,43.269413&5.4260321,2023-12-05T19:00:00.000Z
GaB6hygfQgcDixHJoSzj,Footsal Cousinerie,published,ChIJXQyb1d8pw0cRLO_Ed5xHTIQ,50.6440829&3.1459612,2023-09-20T16:00:00.000Z
GaFAqFIy2KbynMtrZYka,Top Ten,published,ChIJfXprBx4b5kcRmhe-5pLZUek,48.8729106&2.6840919,2023-12-31T15:30:00.000Z
GaGordcyk9mMaUQfggur,Stade de la Tour aux Parachutes,played,ChIJbwsrhCpy5kcRca22Pnhr8MU,48.8175176&2.3643354,2024-01-19T13:15:00.000Z
GaVGDPG8GZKZfabw3DSu,UrbanSoccer - Quai d'Ivry,played,ChIJfXxYJ0xy5kcRw9xTkF6-FZQ,48.8199815&2.3936307,2023-10-10T18:00:00.000Z
Gabni5NAsau8tVnDyH5N,Play Soccer,published,ChIJQ-UxZn-5rhIRKWoQydM5T9s,43.5512023&1.4098927,2024-01-26T11:15:00.000Z
GacxQsuLIU5tLmvW30J4,UrbanSoccer - Marne-La-Vallée,canceled,ChIJ6bDBiosP5kcROXiloHzSdhc,48.82658600000001&2.6296937,2023-09-29T18:45:00.000Z
GaldVM0u83SWiv1GFbN6,UrbanSoccer - Porte d'Aubervilliers,canceled,ChIJ0dXjDCZs5kcRvX0EpMwxsUY,48.9074912&2.3746518,2023-12-14T19:30:00.000Z
GamchZTAjgr1w7QSRsE8,GOPARK INTERIEUR - Paintball et trampolines parc,canceled,ChIJ2cJmdhf15kcRQ4mUOxIVzd0,49.045624&2.0799886,2023-12-18T19:15:00.000Z
Gb2DthZnP9bn8hqiVB2p,Halle Georges Carpentier,published,ChIJnXkSwCty5kcR-nlHXNFQlg4,48.82020139999999&2.3672361,2023-11-15T17:00:00.000Z
GbN2Ku15n0FnwkJlkN5J,LE FIVE Paris 13,published,,48.8181615&2.3658793,2024-01-08T22:00:00.000Z
GbPEwS2PDSg3SGRvO6WL,Top Ten,published,ChIJfXprBx4b5kcRmhe-5pLZUek,48.8729106&2.6840919,2023-12-20T19:00:00.000Z
GcRailjE0QWJKhoSCG4u,Top Ten,published,,48.8729106&2.6840919,2024-03-16T15:30:00.000Z
GcXD35Eq0Gws9grNjTuk,UrbanSoccer La Défense,canceled,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2023-10-17T16:00:00.000Z
Gcccaj7DPiJpSZuabPqc,Stade Élisabeth,played,ChIJkXj9tq5x5kcROlxynHzTh9o,48.8207737&2.3270972,2023-09-24T07:15:00.000Z
GciYvYcpv9RRtoCLO1kI,UrbanSoccer - Toulouse Sept Deniers,played,ChIJk5nUBdOkrhIRP-1aUJzo-lA,43.6321552&1.411696,2024-01-21T16:25:00.000Z
GcoSrVK4bDRmyLFogBmq,Complexe Sportif Eric Tabarly,played,,48.7360801&2.2853561,2023-09-16T07:15:00.000Z
GdFEUp2exSBidQeBKvNF,Cité des Sports,played,ChIJ70UPf6R75kcRGb3NAV9k7Ww,48.8247744&2.2650728,2024-01-03T11:15:00.000Z
GdOFvWEaQMep3i1XMvZL,Play Soccer,canceled,ChIJQ-UxZn-5rhIRKWoQydM5T9s,43.5512023&1.4098927,2023-10-12T16:30:00.000Z
GdgwOk4nOgBL8cLwrYn0,UrbanSoccer - Asnières,canceled,,48.921928&2.3068162,2023-09-06T18:45:00.000Z
GdvzArbYwYMrf5BmGh0M,Stadium Thiais,canceled,,48.7511024&2.3713455,2023-09-05T17:00:00.000Z
GeSg1GarDSQOI2lffVoY,Z5 Aix,played,ChIJKb-U_9KSyRIRKIFKbH5mW18,43.4787869&5.3969048,2023-12-06T19:30:00.000Z
GenqPwSXnKAqXUcEI7NW,LE FIVE Montreuil,published,,48.8613036&2.4653095,2023-09-12T21:00:00.000Z
GequTVmdp4H7wbDlhZlv,LE PARK Complexe Multisports,canceled,ChIJdUHbID8O5kcRV5lQhiHTvhs,48.8337843&2.5728501,2024-01-19T19:00:00.000Z
GfC9rU23Frcz7RAyXjv1,LE FIVE Créteil,published,,48.7643086&2.4706522,2023-11-21T16:00:00.000Z
GfJoBUfCozjg80sWHInk,Stadium Thiais,published,,48.7511024&2.3713455,2024-03-08T17:00:00.000Z
GfQhdlt9yAm6OIH2TfdM,Le 13 - Foot en salle - Marseille,played,ChIJR62kUm_ByRIRDnGQqGCeUVQ,43.33370070000001&5.370389599999999,2023-10-10T18:00:00.000Z
GfmGprp75uQ5QmcKUvVi,Play Soccer,played,,43.5512023&1.4098927,2023-10-04T18:30:00.000Z
GfufwUKYEDINVkl7mVEb,LE FIVE Créteil,published,,48.7643086&2.4706522,2023-09-21T15:00:00.000Z
GgA4DQnEsqzY7n9SC6lW,Foot POWER 5,played,,48.960066&2.2061913,2023-11-27T17:00:00.000Z
GgCLVlfCEnghMUxBQUmq,LE FIVE Bobigny,published,,48.901553&2.4313304,2023-11-29T17:00:00.000Z
GgJ8Q3gMyMVeeDmrDRcD,LE FIVE Champigny,published,,48.8194084&2.5251846,2023-09-30T17:00:00.000Z
GgYtWFyNA1i2KZ3phGkD,Play Soccer,played,ChIJQ-UxZn-5rhIRKWoQydM5T9s,43.5512023&1.4098927,2023-11-02T18:00:00.000Z
GgcIUrBlU6DFeq0XQ4q9,Rue du Musée,played,ChIJOeqg9aB15kcRrdthrIBtv1U,48.71693&2.39856,2023-12-17T09:30:00.000Z
Ggpz9DPXGBlNcXgO4nyo,Massilia Foot Indoor 2,played,ChIJxZ6UmMW-yRIRfYNGGPPJfIU,43.3266563&5.3836488,2024-01-17T18:00:00.000Z
Gh3CyYrRgIwOZAkmXILc,LE FIVE Marville - La Courneuve,played,ChIJ2dHdMZxr5kcR0aKYHYsp0pY,48.9364404&2.3869147,2024-01-06T16:00:00.000Z
GhCNhWQ2HOxKaZ1ledVC,Stade de l'İle de Puteaux,published,,48.8758697&2.2435162,2023-09-12T17:00:00.000Z
GhQvN52HHP4DT1TIvjMx,UrbanSoccer - Porte d'Aubervilliers,published,ChIJ0dXjDCZs5kcRvX0EpMwxsUY,48.9074912&2.3746518,2023-10-07T09:00:00.000Z
GhWrD3T3tydmjy65LE7L,Parc Sainte Barbe,published,ChIJtw301r5w5kcRvRjidiuAyaw,48.7922897&2.2913469,2024-01-24T11:00:00.000Z
GhZq4NRDdQpHrfeHMylK,LE FIVE OL,canceled,ChIJmz3whejH9EcR3j9ApNRukKE,45.7673403&4.9802325,2023-10-19T18:30:00.000Z
GheNsRaAtvPXl913oiGx,LE FIVE Marville - La Courneuve,published,,48.9361223&2.3872592,2023-09-18T08:00:00.000Z
GhebahWpaEeBYu1wkMjD,Footbox,played,ChIJY-WkusIR5kcR-tEad3UtaSQ,48.9022789&2.582647,2023-11-20T19:00:00.000Z
Gi9y8UOOGcBWnbYUnniF,Stadium Thiais,published,,48.7511024&2.3713455,2024-02-10T18:00:00.000Z
GiAcCa9vBZ06LjGYPS8q,LE FIVE Bobigny,draft,ChIJV8UONORs5kcRXxR5Qd7x130,48.901553&2.4313304,2023-10-05T20:30:00.000Z
GiCfrlksbxb1DgkczFm0,Stade de Foot André Robert,played,ChIJaYV-Ok4d5kcRxzQr1RiT9DI,48.875595&2.7515223,2023-11-09T20:00:00.000Z
GikeHV41jjmvsiIkgD9K,Stadium Thiais,played,,48.7511024&2.3713455,2023-11-10T21:00:00.000Z
GilhGHYDAjyzjjClz2Ei,LE FIVE Paris 18,played,ChIJpVT4_n1u5kcRzji6FdTBXXo,48.8978522&2.3700234,2023-10-07T16:00:00.000Z
Gj1YkDCC4Ew6sgi1JUe7,LE FIVE Bobigny,played,ChIJV8UONORs5kcRXxR5Qd7x130,48.901553&2.4313304,2024-01-10T21:30:00.000Z
GjKAw0elG45vfTONgn2Q,FOOT IN FIVE,played,ChIJoUR0syFp5kcRUlStnwluaYY,48.9552257&2.3328346,2023-10-18T17:00:00.000Z
GjQHd5UtgEkSsksdHtUo,LE FIVE Bobigny,published,ChIJV8UONORs5kcRXxR5Qd7x130,48.901553&2.4313304,2024-01-01T18:00:00.000Z
GjWMHAkg4qICcJMCdio5,Stadium Thiais,published,,48.7511024&2.3713455,2024-01-26T15:00:00.000Z
GjaZbFEmWuwM3Ov5UlmB,LE FIVE Paris 13,canceled,ChIJ_bOSChhz5kcRZMTeq_6Gdzg,48.8181615&2.3658793,2023-12-27T16:00:00.000Z
GjeDBZvKU1IuDYF4BIQk,Stadium Thiais,published,,48.7511024&2.3713455,2023-10-06T13:00:00.000Z
Gjq00mpca8hVW7bO4xmX,Evolution Football,published,ChIJX0YulIi8yRIRnGh62u3UXTQ,43.2836074&5.52356,2023-11-13T20:30:00.000Z
GjykeJfaEjSRCTmtoFRV,UrbanSoccer - Quai d'Ivry,canceled,ChIJfXxYJ0xy5kcRw9xTkF6-FZQ,48.8199885&2.3936463,2024-01-17T21:15:00.000Z
Gk7EZi22TFIyxxoK9KN9,Stadium Thiais,hidden,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2023-12-08T21:00:00.000Z
GkBAg9BeFTivXAJPwyn5,UrbanSoccer - Asnières,canceled,ChIJi5LkLT9v5kcRSlhScqEFNWs,48.92192379999999&2.3068311,2024-01-12T21:00:00.000Z
GkJ0sX4XxyEuu3xpOQdw,UrbanSoccer - Quai d'Ivry,canceled,ChIJfXxYJ0xy5kcRw9xTkF6-FZQ,48.8199815&2.3936307,2023-09-28T20:30:00.000Z
GkmtzraTH3QFD1rbDH0k,UrbanSoccer Guyancourt,draft,ChIJmdX-2c-A5kcRj1wtOS8rZmo,48.7722091&2.0600292,
GktNR28UIpmEha5IaNKf,Court de Tennis Edouard Pailleron,played,ChIJoV47d9xt5kcRbYDBvp_UN7g,48.8802061&2.3770256,2023-09-29T16:00:00.000Z
GkxgPBdUc5tRMSK9GIo4,LE FIVE Paris 17,published,,48.900032&2.3213449,2023-11-09T16:00:00.000Z
Gl1WYqsYBeLdiuBiKHju,LE FIVE Montreuil,published,,48.8613036&2.4653095,2024-03-02T13:00:00.000Z
GlByAPy802pGYaovkkWT,Stadium Thiais,published,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2023-11-10T18:00:00.000Z
GlImY8iI3XX4HrkUdozW,Foot POWER 5,canceled,,48.960066&2.2061913,2023-09-12T17:30:00.000Z
GlUtIyirAxgPy7TYn18q,UrbanSoccer - Quai d'Ivry,played,ChIJfXxYJ0xy5kcRw9xTkF6-FZQ,48.8199815&2.3936307,2023-10-02T18:30:00.000Z
GlWczIxhQMwaGlXozxnO,LE FIVE Bezons,played,ChIJ71Mv0Wpk5kcRg-H9x7L-dXo,48.9190524&2.211796,2023-12-15T20:00:00.000Z
GlYt93Sas7SiqM15dNWN,Top Ten,played,ChIJfXprBx4b5kcRmhe-5pLZUek,48.8729106&2.6840919,2024-01-01T14:30:00.000Z
GlfumKfsiuxe8IfZOaxK,Classico Foot,played,ChIJFV442oCxrhIRgsZy5aIbkNs,43.5945434&1.2911399,2023-10-10T19:00:00.000Z
GlqyJ5Kv6Q58ninoaNno,Top Ten,published,,48.8729106&2.6840919,2023-10-30T11:00:00.000Z
GmAYQYdNK1TyuasWTYo8,UrbanSoccer - Porte d'Aubervilliers,canceled,ChIJ0dXjDCZs5kcRvX0EpMwxsUY,48.9074912&2.3746518,2023-10-11T17:30:00.000Z
GmWhoSJOLIBA5rGGlWeH,LE FIVE Paris 13,canceled,,48.8181615&2.3658793,2023-12-22T22:00:00.000Z
GmnmwvM2uvPcVGVOJ39P,Sport dans la Ville Rhône-Alpes,played,ChIJoUEDcmvr9EcRILCz6hDCQ2o,45.7811703&4.8081568,2024-01-10T17:00:00.000Z
GmqPIoIxHOreuCVJcVbl,UrbanSoccer - Toulouse Montaudran,canceled,ChIJl772e0u8rhIR2foRX4Xa2CI,43.574642&1.4801835,2023-11-20T21:00:00.000Z
Gmzj7Ujf9iNxX6skQLZe,Parc Sainte Barbe,published,ChIJtw301r5w5kcRvRjidiuAyaw,48.7922897&2.2913469,2023-09-18T16:25:00.000Z
GnCNMD0kbDjMOxvNViAe,Stadium Thiais,published,,48.7511024&2.3713455,2024-03-07T18:00:00.000Z
GnI8zQErPIOlYxw6DyAJ,LE FIVE Morangis,draft,,48.692672&2.3192811,
GnMdrpAF6YGcjf7CnFx9,Stadium Thiais,published,,48.7511024&2.3713455,2024-02-15T16:30:00.000Z
GnRJHo3OqedtjMS4QalE,Monclub Futbol,canceled,ChIJGbxxaamUyRIRgGvhHnhJStA,43.4299152&5.4001974,2023-11-03T16:00:00.000Z
GnaB11rKr2qmlXRkPQoH,UrbanSoccer - Porte d'Aubervilliers,published,ChIJ0dXjDCZs5kcRvX0EpMwxsUY,48.9074912&2.3746518,
GnrL0XQ40RjTGNsYrzLL,Abd Drive,published,,48.86598919999999&2.4308229,2023-09-02T07:20:00.000Z
Gnu4WtmHqax9QNYrLnG6,Foot POWER 5,published,,48.960066&2.2061913,2023-12-19T17:00:00.000Z
Go5ih3BxdJaeIjCvvdgl,UrbanSoccer - Puteaux,played,ChIJM_sC0-Nk5kcRhL1y_EFIje8,48.8836397&2.2312283,2023-10-17T17:30:00.000Z
GoHtp8rhBQ74mUcpDh5X,Arena Club,played,,50.7696017&3.1236104,2023-09-12T17:15:00.000Z
GoMVyI9S1QQ9M1TJW0X2,Stadium Thiais,canceled,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2023-12-05T18:00:00.000Z
GoPZfSi1Qo0sVU0Zw38O,Top Ten,published,,48.8729106&2.6840919,2023-09-13T21:00:00.000Z
GocfgbyLrjXjlBQHWj6Y,Sport dans la Ville Rhône-Alpes,played,ChIJoUEDcmvr9EcRILCz6hDCQ2o,45.7811703&4.8081568,2023-12-18T18:00:00.000Z
Gof8mvB8dSwMX7AVnzSh,Sport dans la Ville Rhône-Alpes,played,ChIJoUEDcmvr9EcRILCz6hDCQ2o,45.7811703&4.8081568,2023-11-23T19:00:00.000Z
Gopl0EsUWuYOiTJrr4m7,Stadium Thiais,played,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2023-10-08T15:00:00.000Z
Gp3X1MoXHj737oPSGOWh,UrbanSoccer - Quai d'Ivry,played,ChIJfXxYJ0xy5kcRw9xTkF6-FZQ,48.8199815&2.3936307,2023-09-24T16:00:00.000Z
GpHDmGbJx3XucXsnxW2r,LE FIVE Champigny,published,,48.8194084&2.5251846,2023-11-18T18:00:00.000Z
GpKEQQxmegUkOo91NyuS,LE FIVE Champigny,canceled,,48.8194084&2.5251846,2023-09-05T15:00:00.000Z
GpSvvN1uGmgUsgkCpO4f,Evolution Football,played,,43.2836074&5.52356,2023-12-08T19:20:00.000Z
GpdazLW4L7oB3Pv24Flz,UrbanSoccer - Porte d'Aubervilliers,played,ChIJ0dXjDCZs5kcRvX0EpMwxsUY,48.9074912&2.3746518,2023-10-27T18:10:00.000Z
Gpf05K49LEdbY6eVPSUL,Skatepark de Charonne,played,ChIJvbbfRvVt5kcRPabtcgU9cOk,48.8563328&2.3884465,2023-10-29T13:00:00.000Z
GpiaAMYX45bFUlCcNrby,Foot POWER 5,published,,48.960066&2.2061913,2023-08-04T16:00:00.000Z
