CREATED;TIMES;USER;WEEKDAYS;PLACES
26/02/2024;18:00 18:30 19:30 19:00 20:00 20:30 21:00 21:30;jsHPl2v3IJ8qLZ0KLOvX;7 6 5;LE FIVE Sarcelles-ChIJ6_q3Fxhq5kcRCpoEwnoXX1Q BIG5-ChIJsb_7TJFp5kcRSPL5VqZulr4
06/03/2024;16:30 17:30 17:00 18:30 18:00 19:00 19:30 20:30 20:00 21:00 16:00 15:30;jsOdShIw39I1jAkbY0lQ;1 2 3 4 5 6 7;Classico Foot-ChIJFV442oCxrhIRgsZy5aIbkNs LE FIVE Colomiers-ChIJ8wxhgGexrhIRm698kMPQIRw
15/02/2024;13:00 14:00 15:00;jtLQsS3D3bioau1wFTcz;7;UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8 LE FIVE Bezons-ChIJ71Mv0Wpk5kcRg-H9x7L-dXo UrbanSoccer - Asnières-ChIJi5LkLT9v5kcRSlhScqEFNWs
07/03/2024;18:00 19:00 20:00;juHSmJqeMgHRFECnSDID;4;UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA
12/02/2024;18:00 18:30 19:00 19:30 20:00 20:30 21:00 21:30 22:00 22:30 23:00 23:30;jww0ctMTgXpVOuEryfM5;2 3 4;LE FIVE Carrières-sous-Poissy-ChIJ9T4fWfyL5kcRCBX-FyZLvEE
16/02/2024;0,416666667;jy2WAVEabRUCHFxpiTSm;3 4 5 6;UrbanSoccer - Villeneuve Loubet-ChIJVVVVEU3TzRIRX9_gbFDSBj0
20/02/2024;0,895833333;jzY5ykAZ9hwo1k4CCMxs;3 4 5 6 7;LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo
19/03/2024;20:00 20:30 21:00;jzaJqoks6BHH20RHlz3C;6 7 5;Le 13 - Foot en salle - Marseille-ChIJR62kUm_ByRIRDnGQqGCeUVQ Massilia Foot Indoor 2-ChIJxZ6UmMW-yRIRfYNGGPPJfIU MONCLUB 2.0-ChIJv9owGLm-yRIRfuDnd3G6nR4 Le B3 Soccer-ChIJa69uraDryRIRRlY7a07cUqU Game 13 foot indoor-ChIJNSDvlsXryRIRUXao9hwB79I LE FIVE Vitrolles-ChIJi4A-IrHoyRIRunoYLEGNeYI Monclub Futbol-ChIJGbxxaamUyRIRgGvhHnhJStA Evolution Football-ChIJX0YulIi8yRIRnGh62u3UXTQ FOOT INDOOR Marseille-ChIJ41AMCxC8yRIRLHLGt11sc-U Massilia Five-ChIJxZ6UmMW-yRIR7ot5DChYj4w Le Mercato FOOT INDOOR-ChIJzRK7HJy_yRIRqEreyEiAfC0 STADIUM FOOT 5 VILLAGE-ChIJbbOWFtC4yRIR0WXVerbWmnE
17/03/2024;12:30 13:00 13:30 14:30 14:00 15:00 15:30 16:30 16:00 17:00 17:30 18:30 18:00 19:00 19:30 20:30 20:00 21:00 21:30;k0peosP4OlD96t969tlz;6 7 5;Sport dans la Ville Rhône-Alpes-ChIJoUEDcmvr9EcRILCz6hDCQ2o F5 Foot Five-ChIJjUbM5G7A9EcRW3mlkrhyXxY We Are Sports-ChIJFZU5oBHC9EcRJTFrSkI1xxg UrbanSoccer - Lyon Parilly-ChIJx3FQWjLC9EcRrrQb2eV7i_4 LE 5 DE LEGENDE-ChIJAQNaA3nc9EcRYvB35x41mBs UrbanSoccer - Lyon Barolles-ChIJN4l-IC3v9EcRf9QJKIVC_aY LE FIVE OL-ChIJmz3whejH9EcR3j9ApNRukKE Sun Set Soccer-ChIJ-2jOt33D9EcRLZL2mS5Gvz4 Factory Sport Games-ChIJNcDntQGO9EcR3CbXF7xfc5o
28/02/2024;19:00 18:00 20:00 18:30 19:30 20:30;k3wPeBV9XG1Feo21rK2T;4 5 6 7;UrbanSoccer Evry-ChIJW0Ut1G7e5UcRt621n2fRQ5M B14 - Sports et Loisirs Indoor-ChIJaeLKMYXe5UcRHyWJ8X8FaPA LE FIVE Morangis-ChIJA4uAhOXZ5UcRp-vZXZP-ovY Power Five-ChIJ6ULNmyh15kcRV9cjbnBjGr8 Le CR5-ChIJnVE47IHn5UcRr5XRwCaPE38 VERSUSFOOT Thiais-ChIJn2R2NT905kcRjqB29qldBxk Stadium Thiais-ChIJ64X9jzx05kcRsHvSfOv6UcA Speed Soccer Five-ChIJ2xTNglV25kcR3UDi4AXGfDU LE FIVE Créteil-ChIJ88lx3VwL5kcRVxCh4lD6_Gk LE PARK Servon-ChIJMU8gErUJ5kcRSnpvacKwFtM UrbanSoccer Orsay-ChIJpZIJg7J45kcRrKWKhtbfnEQ UrbanSoccer - Quai d'Ivry-ChIJfXxYJ0xy5kcRw9xTkF6-FZQ LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg
20/03/2024;13:00 14:00;k4EH8GjCWymL6Erfj6ik;1 4;LE FIVE Bordeaux-ChIJteaBh_koVQ0RqH2VtN-qL5I
28/02/2024;18:00 18:30 19:00 19:30;k5nwNi23xW6Zw6AyT1uU;5;UrbanSoccer - Quai d'Ivry-ChIJfXxYJ0xy5kcRw9xTkF6-FZQ LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg
03/03/2024;13:00 13:30 14:00 14:30 15:00 15:30 16:00 16:30 17:00 17:30 18:30 18:00 19:00 19:30 20:00 20:30 21:00 21:30 12:00 12:30 11:00 11:30;k9CzXalHvFDyyF4bpPhT;7;UrbanSoccer - Quai d'Ivry-ChIJfXxYJ0xy5kcRw9xTkF6-FZQ
15/03/2024;9:00 9:30 10:00 10:30 11:00 12:00 11:30 12:30 13:30 13:00 14:00 14:30 15:00 17:30 15:30 16:30 16:00 17:00 18:00 19:00 20:00 22:00 23:00 23:30 20:30 19:30 18:30 21:30 21:00 22:30;kAB9Zvfm3uEYHoZIKRdo;1 2 3 4 5 6 7;LE FIVE Carrières-sous-Poissy-ChIJ9T4fWfyL5kcRCBX-FyZLvEE
22/02/2024;0,833333333;kBrpjf3gt5f03j7OQYYY;4;OHSPORT-ChIJHeG9fA4X5kcRbGNzVY5Ud5I
17/03/2024;22:00 22:30 21:30 21:00;kEWrGspCDfkAYsWRjbQa;7 6 5 4 3 2 1;LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo LE FIVE Villette-ChIJTUFnQjps5kcR0pHITLTw1PI
28/02/2024;19:00 20:00 19:30 20:30 21:00;kFkkiL1gmUhAMlBtewwt;1 2 3 4 5;Le CR5-ChIJnVE47IHn5UcRr5XRwCaPE38
25/02/2024;18:00 18:30 19:00 19:30 20:00 20:30 21:00 21:30 17:00 17:30;kHEVm5gqz8MgUFBwExdZ;1 2 3 4 5 6 7;Soccer Rennais-ChIJBWiWc1HgDkgRnIHJ7R5SVU0 UrbanSoccer Rennes Vern-ChIJS5VW0FUnD0gRUd2xV2pEeKY UrbanSoccer - Rennes Cap Malo-ChIJ-Ro0hr3nDkgRA0q2y4bBD30
26/02/2024;0,8125;kQAlvSl1RK3XyVplmRgy;4;Lille Football Faubourg de Bethune-ChIJgUO_inLVwkcR9OZ3Xp9c_v0
24/02/2024;0,791666667;kRtqT6vY7Qnl0wun4ODU;4;UrbanSoccer - Nantes St-Sébastien-ChIJAyKrntzoBUgRF09hrORC2nc
15/03/2024;11:00 12:00 11:30 12:30 13:00 13:30 17:00 16:30 17:30 18:30 18:00 19:00 19:30 16:00 15:00 14:00 14:30 15:30;kSFUBbwSFW1aOADYXnse;1 2 3 4 5 6 7;Play Soccer-ChIJQ-UxZn-5rhIRKWoQydM5T9s
17/03/2024;11:00 12:00 13:00 14:00 15:00 16:00 17:00;kVjrdDPeHBlFh9PzWsLr;7;UrbanSoccer Guyancourt-ChIJmdX-2c-A5kcRj1wtOS8rZmo
20/02/2024;18:30 19:00 19:30 20:00 20:30 21:00 21:30;kXQ5wwFPWjD1H8YxfoEC;3;UrbanSoccer - Montpellier-ChIJVXFMq4ylthIRtrZPBHOMTAc Le Five Football Club-ChIJ2alyFouvthIR-e3SgdzFnwE GGL Stadium-ChIJq8eCukCuthIRjnxyAMXgn84 Insport Montpellier - Près d'arènes-ChIJJWIca-qvthIRHxcGJpAq4kA BUBBLE FOOT MONTPELLIER BUL'FOOT-ChIJy7XMFDylthIRn6TeXm2Z4JE FDI Stadium-ChIJD26YbyWvthIRkxW-k1Kq76o UrbanVillage Montpellier-ChIJcZlHDFilthIR7hRJJwgCpD8 Stade Rachid Malla-ChIJZSdggI6uthIRQMhiblgL7YI AR'SOCCER-ChIJK8zAN7ivthIR35hQJsramBE Stade Municipal-ChIJ6aDhBPWuthIRaT-z5XyIDdk Terrain de football-ChIJVTcCLM6vthIRUrO7ZCnumys Stade de la Mosson-ChIJK1IpmDqsthIRawA9nhlW4Jk Stade Bernard Giambronne-ChIJJ4CE_smvthIRzecaW-crpFo Centre d'Entraînement MHSC Bernard-Gasset Diadora Utility-ChIJQyi5U5-lthIRVEHbIdrp9bo Terrain de Football de la Cité Astruc-ChIJcQgO2veuthIR-XR0Pz8RQAg Five Pizza Original - Montpellier-ChIJ9c-D2fOvthIRPLa0E9GJFiY Stade Eric Béchu-ChIJY0LnjkCuthIR4Jt2tBkm6uE Sudsport 34-ChIJh-FIwF9MsRIRUsGpL0o88QE Terrain de foot Jeannot Véga-ChIJf-9hPZmvthIRo5mI6dlPlhc Urban Padel - Club de Padel Montpellier-ChIJ57O9asmlthIR9L7LO01nxWQ
21/02/2024;12:00 12:30 13:00 13:30 14:30 14:00 15:00 15:30 16:00 16:30 17:00 18:00 18:30 17:30 19:00 19:30 20:00 20:30 21:00;kXiPNXlCV0zNUnLs6Cgf;7 3 2 1;UrbanSoccer Guyancourt-ChIJmdX-2c-A5kcRj1wtOS8rZmo UrbanSoccer Meudon-ChIJ0WKvjbh75kcRoqSmyWwW2jQ
04/03/2024;0,5625;kcy5W2CARBkyUgavIJIe;1 2 3 4 5 6 7;OHSPORT-ChIJHeG9fA4X5kcRbGNzVY5Ud5I LE FIVE Bobigny-ChIJV8UONORs5kcRXxR5Qd7x130 Footbox-ChIJY-WkusIR5kcR-tEad3UtaSQ LE FIVE Marville - La Courneuve-ChIJ2dHdMZxr5kcR0aKYHYsp0pY LE FIVE Montreuil-ChIJJdTQjr0T5kcRZmGxtIJVy44 LE FIVE Villette-ChIJTUFnQjps5kcR0pHITLTw1PI UrbanSoccer - Porte d'Aubervilliers-ChIJ0dXjDCZs5kcRvX0EpMwxsUY LE FIVE Sarcelles-ChIJ6_q3Fxhq5kcRCpoEwnoXX1Q
18/03/2024;18:00 18:30 19:00 19:30 20:00 20:30 21:00 21:30;khfGCyGGkftUsPg3uL35;5 6 7;OHSPORT-ChIJHeG9fA4X5kcRbGNzVY5Ud5I LE FIVE Marville - La Courneuve-ChIJ2dHdMZxr5kcR0aKYHYsp0pY Footbox-ChIJY-WkusIR5kcR-tEad3UtaSQ LE FIVE Bobigny-ChIJV8UONORs5kcRXxR5Qd7x130 LE FIVE Montreuil-ChIJJdTQjr0T5kcRZmGxtIJVy44 LE FIVE Villette-ChIJTUFnQjps5kcR0pHITLTw1PI LE PARK Noisy-ChIJdUHbID8O5kcRV5lQhiHTvhs UrbanSoccer - Porte d'Aubervilliers-ChIJ0dXjDCZs5kcRvX0EpMwxsUY LE FIVE Sarcelles-ChIJ6_q3Fxhq5kcRCpoEwnoXX1Q Top Ten-ChIJfXprBx4b5kcRmhe-5pLZUek LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo LE FIVE Champigny-ChIJsXi1PLYN5kcRTVVDuczgS2s BIG5-ChIJsb_7TJFp5kcRSPL5VqZulr4 UrbanSoccer - Marne-La-Vallée-ChIJ6bDBiosP5kcROXiloHzSdhc FOOT IN FIVE-ChIJoUR0syFp5kcRUlStnwluaYY LE FIVE Paris 17-ChIJ7eI8sFNv5kcR5xy52Wc57NU UrbanSoccer - Quai d'Ivry-ChIJfXxYJ0xy5kcRw9xTkF6-FZQ UrbanSoccer - Asnières-ChIJi5LkLT9v5kcRSlhScqEFNWs LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg
02/02/2024;17:30 18:00 18:30 19:00 19:30 20:00 20:30;kiqjAc25KhxjNcPQlo7H;1 2 3 4 5 6 7;Events Five-ChIJf8cSCJG5rhIRoQadPH-wW1U UrbanSoccer - Toulouse Montaudran-ChIJl772e0u8rhIR2foRX4Xa2CI Play Soccer-ChIJQ-UxZn-5rhIRKWoQydM5T9s
02/03/2024;18:00 18:30 19:30 19:00 20:00 20:30 21:00 22:00 21:30;kkCvsMDf5tYHweuePw21;1 5;LE FIVE Bezons-ChIJ71Mv0Wpk5kcRg-H9x7L-dXo UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8 Foot POWER 5-ChIJuTCIFshm5kcRBtEQJ76dAzc Foot-Max Argenteuil-ChIJi9oIzaRm5kcRJYcK7QsdRMU
02/02/2024;10:00 10:30 11:00 11:30 13:00 12:00 12:30 13:30 19:00 20:00 20:30 19:30 21:00 21:30 23:00 22:00 22:30 23:30 18:30 18:00 17:00 17:30 16:00 15:00 15:30 14:30 14:00 16:30 9:30 9:00;kkHE9LTuVfUMoSQ5eso4;1 2 3 4 5 6 7;UrbanSoccer - Montpellier-ChIJVXFMq4ylthIRtrZPBHOMTAc Le Five Football Club-ChIJ2alyFouvthIR-e3SgdzFnwE BUBBLE FOOT MONTPELLIER BUL'FOOT-ChIJy7XMFDylthIRn6TeXm2Z4JE Insport Montpellier - Près d'arènes-ChIJJWIca-qvthIRHxcGJpAq4kA UrbanVillage Montpellier-ChIJcZlHDFilthIR7hRJJwgCpD8 AR'SOCCER-ChIJK8zAN7ivthIR35hQJsramBE Urban Padel - Club de Padel Montpellier-ChIJ57O9asmlthIR9L7LO01nxWQ
20/03/2024;9:00 10:00 11:00 12:00 12:30;kl0tb0rpJP3E6B9P9Oz9;1 2 3 4 5;UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8 Cité des Sports-ChIJ70UPf6R75kcRGb3NAV9k7Ww
07/03/2024;18:30 19:00 19:30 20:00 20:30 21:00 21:30 22:00 22:30;kntdL8jGKZa07QYZLpEm;1 2 3 4 5 6 7;FIVE ARENA MEAUX-ChIJ02bKSuih6EcRb796CXVbkVs
24/02/2024;18:00 19:00 20:00 21:00;koD9gEFdlmO2bxhnebqo;1 3 5 6 7;UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA Élite 5 Soccer-ChIJ5-jfdlZk5kcRYIaELgvikaM UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8 UrbanSoccer - Asnières-ChIJi5LkLT9v5kcRSlhScqEFNWs Kaiser Park-ChIJsRLZzKFg5kcRBCfNws9nssw Le Street Foot en Salle-ChIJt_AXL6Jg5kcRu6rBmnrmeUM
07/02/2024;9:00 10:00 20:00 21:00;kqnLSf1xp6cSsCM7iPoV;1 2 3 4 5 6 7;By foot-ChIJYz1iXyDOzRIRSLYYLDIpmsc Allianz Riviera-ChIJxXWpN-_RzRIR0-hEuFMBoOU Stade du Ray-ChIJ-QMcU-PPzRIRLbYnzXedx48 Mini Stade Falicon-ChIJxVYuxfHPzRIRzt3dOhvtUzw Stade de l'Ouest-ChIJvblFMwzRzRIRo3CwghjAXYo Ogc Nice Football-ChIJgYEcApzRzRIRPPBbAQuJzGQ OGC Nice Stade Entrainement-ChIJvywHX5DRzRIRpg4sAp8eCM8 Complexe sportif Sam Joubij-ChIJvzKXYf3EzRIRAuQ2kcYYsA4 Stade Méarelli-ChIJKzA2DQXRzRIRZot3pNRyy58 Uscca Football-ChIJj1TGgmvFzRIRJcgNYtF9Pbo Centre de Formation OGC Nice-ChIJFxtxoZ_RzRIRyFCgD7DE3ew Stade Saint-Roch-ChIJz5vYujDFzRIRc3Ea40SAfGI Stade du Vallon des Fleurs-ChIJAy-VAF_FzRIRpDMo4NhhGHo ULTRA FABRON - PADEL et FOOTBALL-ChIJQdaRXN3RzRIRJ3lhGPRjQ2A Stade Nicolaï-ChIJ85Nr-y7QzRIRPMHIv9mZkdQ Plateau Sportif Leclerc-ChIJzYMZdDnFzRIRghko4vhmEO4
27/02/2024;12:30 13:30 13:00 14:00;krXmK07LiMYh5yoglmD1;1 2 3 4 5 6 7;UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8 LE FIVE Paris 17-ChIJ7eI8sFNv5kcR5xy52Wc57NU Élite 5 Soccer-ChIJ5-jfdlZk5kcRYIaELgvikaM UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA UrbanSoccer - Asnières-ChIJi5LkLT9v5kcRSlhScqEFNWs LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg LE FIVE Villette-ChIJTUFnQjps5kcR0pHITLTw1PI UrbanSoccer Meudon-ChIJ0WKvjbh75kcRoqSmyWwW2jQ FOOT IN FIVE-ChIJoUR0syFp5kcRUlStnwluaYY LE FIVE Montreuil-ChIJJdTQjr0T5kcRZmGxtIJVy44
23/02/2024;20:00 20:30 19:30 19:00 21:00 21:30 22:00;l7D8I8Li1xPy4pbnnfAd;6 7 5;OHSPORT-ChIJHeG9fA4X5kcRbGNzVY5Ud5I Top Ten-ChIJfXprBx4b5kcRmhe-5pLZUek
18/02/2024;0,5625;l7zSx4Nt2QhqBgC7vAb4;5;UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA
19/03/2024;11:00 11:30 12:00 12:30 13:00 13:30 14:30 14:00 15:00 15:30 16:30 16:00 17:00 17:30 18:30 18:00 19:00 19:30 20:30 20:00 21:00 21:30 22:00 22:30;lBTK5N65uYYA48DCS3P2;6 7 5;LE FIVE Bobigny-ChIJV8UONORs5kcRXxR5Qd7x130 LE FIVE Villette-ChIJTUFnQjps5kcR0pHITLTw1PI UrbanSoccer - Porte d'Aubervilliers-ChIJ0dXjDCZs5kcRvX0EpMwxsUY LE FIVE Marville - La Courneuve-ChIJ2dHdMZxr5kcR0aKYHYsp0pY
18/02/2024;9:30 9:00 10:30 10:00 11:30 11:00 12:30 12:00 13:30 13:00 14:30 14:00 15:30 15:00 16:30 16:00 17:00 18:30 18:00 17:30 19:00 19:30 20:30 20:00 21:30 21:00 22:30 22:00 23:00 23:30;lEJ5YvUygCT5ae3ZOaon;1 2 3 4 5 6 7;KG5 - Foot en salle - Strasbourg / Mundolsheim-ChIJRSG64gm4lkcRPQTZbn3M85Q UrbanSoccer - Strasbourg-ChIJbeF8CznIlkcRkTmqhGiUECc Football Club Strasbourg Loisirs- Foot Loisirs et Futsal Strasbourg-ChIJk95b0tDJlkcRmDnJKPTRVoc S.U.C. Football-ChIJefK9WVzIlkcRQrRbdlHbP7M Terrain de football synthétique-ChIJGeEX4HDJlkcR9M2VnL5a1GA Stade Vauban-ChIJJX7ju-HIlkcRYh53P3Lvhzc Strasbourg football ground-ChIJ1y0XeKG3lkcR0atsX-nwuyk SUC Football gaélique - Strasbourg Gaels-ChIJBaDt5mHJlkcRSVIpoGk6RFw Stade de la Meinau Strasbourg-ChIJ3TKLvwrJlkcRlRbGO0_Ywws
17/03/2024;20:00 23:00;lIe8rkVR1b3li7gsJSdT;1 2 3 4 5 6 7;Arena Football Mons-ChIJG_cEyNxbwkcRJjsob9p7fi4 Five Senses-ChIJSY_9JeNRwkcR3z8_HdkXOBo Rafc Cuesmes-ChIJTaBeHrdawkcRN1NOLb2e1pY Stade des préelles - USC Jemappes-ChIJrdkJWK5bwkcRpfRBszscBJg R.E.S. Obourg-Nimy-Maisières-ChIJTU4GM6tPwkcRAHgBTY5JY6I
16/03/2024;14:00 14:30 15:00 15:30 16:00 16:30 17:30 17:00 18:00 18:30 19:00 19:30 20:00 20:30 21:00 21:30 22:00 22:30 23:00 23:30;lIkEMbB0LVexRfX0HZpu;7 6 1 2;Massilia Foot Indoor 2-ChIJxZ6UmMW-yRIRfYNGGPPJfIU Le 13 - Foot en salle - Marseille-ChIJR62kUm_ByRIRDnGQqGCeUVQ STADIUM FOOT 5 VILLAGE-ChIJbbOWFtC4yRIR0WXVerbWmnE Le Mercato FOOT INDOOR-ChIJzRK7HJy_yRIRqEreyEiAfC0 Massilia Five-ChIJxZ6UmMW-yRIR7ot5DChYj4w MONCLUB 2.0-ChIJv9owGLm-yRIRfuDnd3G6nR4 FOOT INDOOR Marseille-ChIJ41AMCxC8yRIRLHLGt11sc-U Evolution Football-ChIJX0YulIi8yRIRnGh62u3UXTQ Game 13 foot indoor-ChIJNSDvlsXryRIRUXao9hwB79I Le B3 Soccer-ChIJa69uraDryRIRRlY7a07cUqU Monclub Futbol-ChIJGbxxaamUyRIRgGvhHnhJStA
15/03/2024;22:00 21:30 21:00 20:30 20:00 22:30 19:30 19:00 18:00 18:30;lKjhjaZy9wJRZAuRJUZn;7 6 5 4 3 2 1;LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo UrbanSoccer - Porte d'Aubervilliers-ChIJ0dXjDCZs5kcRvX0EpMwxsUY FOOT IN FIVE-ChIJoUR0syFp5kcRUlStnwluaYY
17/03/2024;0,520833333;lNUa9nMuVfsUJbWPVTMm;6 7 3;LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg
17/03/2024;0,583333333;lRnKyZkH6Cep1tVrL9nS;7;LE FIVE Bobigny-ChIJV8UONORs5kcRXxR5Qd7x130
13/03/2024;0,833333333;lU4ldeii43OxoaLlSMy5;2;GOPARK Pontoise-ChIJ2cJmdhf15kcRQ4mUOxIVzd0
19/03/2024;19:30 20:00 20:30 21:00 21:30 22:00 22:30 23:00 23:30;lWX6IMCXdXKy3xQEJ0KU;1 2 3 4 5 6 7;LE FIVE Paris 18-ChIJpVT4_n1u5kcRzji6FdTBXXo LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg LE FIVE Paris 17-ChIJ7eI8sFNv5kcR5xy52Wc57NU Five académie-ChIJnwl_n5hr5kcRnfgTJrNYSo8 Le Parc des Princes-ChIJjaFImcB65kcRXCzvbEBQJN0 Five Events-ChIJ9TKrxjFx5kcRdXVwfXQPLGg City de foot - Terrain Jussieu-ChIJgwpQOxRx5kcRCp1KhUUpMvs BIG5-ChIJsb_7TJFp5kcRSPL5VqZulr4 LE FIVE Villette-ChIJTUFnQjps5kcR0pHITLTw1PI FOOT IN FIVE-ChIJoUR0syFp5kcRUlStnwluaYY UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA LE FIVE Bezons-ChIJ71Mv0Wpk5kcRg-H9x7L-dXo
20/03/2024;17:00 18:00 17:30 18:30 19:00 19:30 20:00 20:30 21:00;lWcJB329bdAOYuDUcGmx;1 2 3 4;UrbanSoccer - Lille Lezennes-ChIJR3ro5nTWwkcRfM_S3Be9HjI Spot FUTSAL-ChIJwdUawmfVwkcRaNLo_CmNii0 Footsal-ChIJa7HS298pw0cRMoVDj0XqVdI Footsal Cousinerie-ChIJXQyb1d8pw0cRLO_Ed5xHTIQ UrbanSoccer - Lille Bondues-ChIJ58ZerMgrw0cR2Jyp7tZjBn4
03/02/2024;19:00 22:00;lWkCfl9wAeAZtoKyMYVB;2 4 5;Stadium Thiais-ChIJ64X9jzx05kcRsHvSfOv6UcA LE FIVE Créteil-ChIJ88lx3VwL5kcRVxCh4lD6_Gk
10/03/2024;0,791666667;lXBr2Zqvtxj0x5CCn9W4;1 2 4 6 7;UrbanSoccer - Marne-La-Vallée-ChIJ6bDBiosP5kcROXiloHzSdhc
29/02/2024;9:00 10:00 9:30 10:30 11:00 12:00 13:00 14:00 15:00 16:00 17:00 21:00 22:00 23:00 19:00 20:00 18:00 18:30 20:30 19:30 22:30 21:30 23:30 17:30 16:30 15:30 14:30 13:30 12:30 11:30;lamd0lXUkrcSfIObEpCd;1 2 3 4 5 6 7;UrbanSoccer - Toulouse Montaudran-ChIJl772e0u8rhIR2foRX4Xa2CI LE FIVE Colomiers-ChIJ8wxhgGexrhIRm698kMPQIRw Play Soccer-ChIJQ-UxZn-5rhIRKWoQydM5T9s UrbanSoccer - Toulouse Sept Deniers-ChIJk5nUBdOkrhIRP-1aUJzo-lA Events Five-ChIJf8cSCJG5rhIRoQadPH-wW1U
05/02/2024;19:30 20:00 20:30 21:00;lbFbfixqpsu62T4nExiC;1 2 3 4 5 6 7;We Are Sports-ChIJFZU5oBHC9EcRJTFrSkI1xxg
18/02/2024;9:00 10:00 11:00 12:00 13:00 18:30 19:30 20:30 21:30 22:30 23:30;ldm9H7rSS2KHzoTObVMs;2 4 7;Events Five-ChIJf8cSCJG5rhIRoQadPH-wW1U UrbanSoccer - Toulouse Montaudran-ChIJl772e0u8rhIR2foRX4Xa2CI UrbanSoccer - Toulouse Sept Deniers-ChIJk5nUBdOkrhIRP-1aUJzo-lA
02/03/2024;0,375;lfWv3YpiKqNdNRGd9L58;1 2 3 4 5 6 7;LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg LE FIVE Paris 17-ChIJ7eI8sFNv5kcR5xy52Wc57NU LE FIVE Bobigny-ChIJV8UONORs5kcRXxR5Qd7x130 LE FIVE Marville - La Courneuve-ChIJ2dHdMZxr5kcR0aKYHYsp0pY LE FIVE Champigny-ChIJsXi1PLYN5kcRTVVDuczgS2s LE FIVE Créteil-ChIJ88lx3VwL5kcRVxCh4lD6_Gk Speed Soccer Five-ChIJ2xTNglV25kcR3UDi4AXGfDU LE FIVE Bezons-ChIJ71Mv0Wpk5kcRg-H9x7L-dXo VERSUSFOOT Thiais-ChIJn2R2NT905kcRjqB29qldBxk UrbanSoccer Meudon-ChIJ0WKvjbh75kcRoqSmyWwW2jQ Stadium Thiais-ChIJ64X9jzx05kcRsHvSfOv6UcA FOOT IN FIVE-ChIJoUR0syFp5kcRUlStnwluaYY UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA LE FIVE Montreuil-ChIJJdTQjr0T5kcRZmGxtIJVy44 LE FIVE Villette-ChIJTUFnQjps5kcR0pHITLTw1PI UrbanSoccer - Porte d'Aubervilliers-ChIJ0dXjDCZs5kcRvX0EpMwxsUY UrbanSoccer - Quai d'Ivry-ChIJfXxYJ0xy5kcRw9xTkF6-FZQ LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo
20/03/2024;19:00 18:30 19:30;lkbner7QXFRMuudhYE3U;4;LE FIVE Champigny-ChIJsXi1PLYN5kcRTVVDuczgS2s
10/02/2024;18:00 19:00 18:30 19:30 20:00 21:00 20:30 21:30 22:00 23:00 22:30 23:30;lklIMPJDdFMu7Cm8i2Cj;5 6 7;UrbanSoccer Nantes - Carquefou-ChIJEWyPupv7BUgRBqnhym4EyLk
05/03/2024;18:00 18:30 19:00 19:30 20:00 20:30 21:00;lklXBSgHGpDZlv32NIQQ;3 4;Massilia Foot Indoor 2-ChIJxZ6UmMW-yRIRfYNGGPPJfIU Le 13 - Foot en salle - Marseille-ChIJR62kUm_ByRIRDnGQqGCeUVQ STADIUM FOOT 5 VILLAGE-ChIJbbOWFtC4yRIR0WXVerbWmnE Massilia Five-ChIJxZ6UmMW-yRIR7ot5DChYj4w MONCLUB 2.0-ChIJv9owGLm-yRIRfuDnd3G6nR4 FOOT INDOOR Marseille-ChIJ41AMCxC8yRIRLHLGt11sc-U Le Mercato FOOT INDOOR-ChIJzRK7HJy_yRIRqEreyEiAfC0
