DOC_ID,MESSAGE,DATE
xl0PXVufQyIWqaGLn9OX,Far Rabat ,2023-10-14T10:04:16.082Z
xuFdd7Ovlg6sCX7drua9,Etoile du Sahel,2023-09-10T20:59:03.403Z
xvs2D0djmJFtEW2D58il,Choisy le roi ,2023-08-28T11:31:47.510Z
xwhOle0xYYTpOWpIrbmM,Chievo verone ,2023-11-04T19:47:56.136Z
y01zHZjV3LxSSXctJNhj,Asec mimosas,2023-09-03T10:23:22.235Z
y7bbyUbkAoVYNF61d71x,Wided Casablanca ,2023-11-25T00:25:37.788Z
yVb7s6d4if9VoLmOIQWg,Wydad athletic club,2023-10-29T13:36:14.020Z
yfNEpPqhuXhmdGDmdd74,🇩🇿,2023-10-29T11:09:09.224Z
yi4yu8qcH5AyWFwtPunY,OCS,2023-10-06T14:55:31.336Z
yoXNm6THQOPxrPZWPh9x,Wydad,2023-09-22T20:18:08.925Z
z7H8hGmdQYWPOtKBw2Tk,Bordeaux ,2023-11-03T14:42:56.089Z
zCeoFz4LijWCFu55CY3T,,2023-12-03T18:51:49.106Z
zmhVVuVjguNIgKUj84Gt,Al Nasser,2023-09-18T23:07:11.805Z
