DOC_ID,CENTRE,STATUS,TYPE,PLACE_ID,LOCATION,DATE,DURATION,PRICE,PRICE_UNDISCOUNTED,VISIBILITY,GOLD_EXCLUSIVE,MOOD,LEVEL,ORGANIZER,ATTENDEES,MAX_PLAYERS,GOOD_PLAYERS,LATE_PLAYERS,NO_SHOW_PLAYERS,RUDE_PLAYERS,INTERESTED,PAYMENT_TYPE
CdofXNeEDRWTD0Fs3NDE,LE FIVE Montreuil,played,captain,ChIJJdTQjr0T5kcRZmGxtIJVy44,48.8613034&2.4653099,2023-11-08T20:30:00.000Z,90,10.5,,public,false,Compétition,3,FI5YRT57gmRUqVhhYKYKCrtiy1B2,10,10,1,0,0,0,0,on-site
jwdyU6bsr16UUesScKoO,Top Ten,published,pro,ChIJfXprBx4b5kcRmhe-5pLZUek,48.8729106&2.6840919,2023-11-08T20:30:00.000Z,90,16.5,,public,false,,,i27253AGxOfXgYJK72sBnvUGuMk2,0,10,0,0,0,0,0,on-site
0AlfRmgBwrrU56BV7Z04,UrbanSoccer - Puteaux,played,captain,ChIJM_sC0-Nk5kcRhL1y_EFIje8,48.8836397&2.2312283,2023-11-08T21:00:00.000Z,60,14,,public,true,Détente,3,ujrkM923ZkZfdxOxjC0wVMcRqxw1,10,10,3,0,0,0,0,on-site
0xR5hUAIocqUtI6PBg3j,Stadium Thiais,played,captain,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2023-11-08T21:00:00.000Z,90,14,,public,false,Détente,2,hsT7W6aI7Ab1mcUdMT3eFGVHSUq2,10,10,5,0,0,0,3,on-site
5Tp3N04aBxjst9RrVthQ,UrbanSoccer - Porte d'Aubervilliers,played,captain,ChIJ0dXjDCZs5kcRvX0EpMwxsUY,48.9074912&2.3746518,2023-11-08T21:00:00.000Z,90,20,,public,true,Détente,3,j3cg7ClzOHc5I9zY2xSGitXfx4V2,10,10,3,0,0,0,0,on-site
64Lki2f6TOOcOtJVqje7,UrbanSoccer - Puteaux,canceled,captain,ChIJM_sC0-Nk5kcRhL1y_EFIje8,48.8836397&2.2312283,2023-11-08T21:00:00.000Z,60,14,,public,true,Détente,3,ujrkM923ZkZfdxOxjC0wVMcRqxw1,10,10,0,0,0,0,0,on-site
B2ZuQTbMF6Q96D9e8NZd,LE FIVE Bezons,played,pro,,48.91909&2.2093051,2023-11-08T21:00:00.000Z,90,14,,public,false,,,U3MriTZbPbTUEsU6RtRuHxDMKvg2,10,10,7,0,0,0,1,on-site
ameFAf7v7XexJ7zNiM3j,Stadium Thiais,played,pro,,48.7511024&2.3713455,2023-11-08T21:00:00.000Z,90,14,,public,false,,,psf3NmXEPwdCltHKJC7VuvJocrF3,10,10,6,1,0,0,1,on-site
uXLiaiOwitNPupjh4Fqk,LE FIVE Morangis,played,captain,ChIJA4uAhOXZ5UcRp-vZXZP-ovY,48.692672&2.3192811,2023-11-08T21:00:00.000Z,90,13.5,,public,false,Détente,2,Jz8UNHpwO7aMkUqJl4DsiBcBoiw2,10,10,3,0,0,0,0,on-site
7Y3yieMIDVSKkGpRJw7U,LE FIVE Paris 18,played,pro,,48.8978522&2.3700234,2023-11-08T21:20:00.000Z,90,10,,public,false,,,UQf33jQhVZhle917nO0h7D5qclV2,10,10,4,0,0,0,6,on-site
LFvb4NLv2baaQ9rHi55N,LE FIVE Paris 18,played,captain,ChIJpVT4_n1u5kcRzji6FdTBXXo,48.8978522&2.3700234,2023-11-08T21:30:00.000Z,90,7.5,,public,true,Détente,2,h2UuD9EwprhXeWqT0IdpESRxsVC2,10,10,2,0,0,0,0,on-site
Qj2BUiOYNhSz2qrh2Pb5,Foot POWER 5,published,pro,ChIJuTCIFshm5kcRBtEQJ76dAzc,48.960066&2.2061913,2023-11-08T21:30:00.000Z,90,7,,public,false,,,sss3dYi6nzWd7rEjwcQ30LGKudj1,0,10,0,0,0,0,0,on-site
WqwPH1HLJ0vOqhVLvZUP,Foot POWER 5,played,pro,,48.960066&2.2061913,2023-11-08T21:30:00.000Z,90,7,,public,false,,,sss3dYi6nzWd7rEjwcQ30LGKudj1,10,10,7,1,0,3,1,on-site
j38ILs2gA6dhwAmUqXRq,LE FIVE Paris 18,canceled,captain,ChIJpVT4_n1u5kcRzji6FdTBXXo,48.8978522&2.3700234,2023-11-08T21:30:00.000Z,90,7.5,,public,true,Détente,3,KZ292svaembffVgi74KsK53cnPd2,9,10,0,0,0,0,0,on-site
d4ql4ScgjCOGHmXqDwnI,Top Ten,published,pro,,48.8729106&2.6840919,2023-11-08T22:00:00.000Z,90,16.5,,public,false,,,i27253AGxOfXgYJK72sBnvUGuMk2,0,10,0,0,0,0,0,on-site
jREu9mCKHWcT7oYiZ8xK,LE FIVE Paris 13,published,pro,,48.8181615&2.3658793,2023-11-08T22:00:00.000Z,60,10,,public,false,,,FjSnzlRFFfhWVWQJGfIEwRc2ZMj2,0,10,0,0,0,0,0,on-site
3ivWamQCkFQiyKmObnSv,Stade ousmane sow,played,captain,ChIJ3_ayTE1t5kcRZHXRz8Jih68,48.8597945&2.4359537,2023-11-09T08:00:00.000Z,90,,,public,false,Détente,3,Bns0VmT5i8MK0awNA16ifwz52WI2,10,10,1,0,0,0,0,on-site
mo2DowGFJgKWN0mRQVmn,Stade Bertrand Dauvin,published,captain,ChIJFysYKvRu5kcRq8uL4vbj1Bo,48.9001023&2.3425065,2023-11-09T10:30:00.000Z,90,1,,public,false,Détente,3,Bsj71s9VBBRNLZ8aqUGNwbUywbj1,12,16,0,0,0,0,1,on-site
te4IDT0YpFB6zuWPGITX,Stade Bertrand Dauvin,draft,captain,ChIJFysYKvRu5kcRq8uL4vbj1Bo,48.9001023&2.3425065,2023-11-09T10:30:00.000Z,90,,,public,false,,,Bsj71s9VBBRNLZ8aqUGNwbUywbj1,0,0,0,0,0,0,0,on-site
Cq51XOAquCNhPQ71iFTw,Top Ten,published,pro,,48.8729106&2.6840919,2023-11-09T11:00:00.000Z,90,5,,public,false,,,i27253AGxOfXgYJK72sBnvUGuMk2,0,10,0,0,0,0,0,on-site
GBwSwTZVSzCLzhSAQEvT,UrbanSoccer - Puteaux,canceled,captain,ChIJM_sC0-Nk5kcRhL1y_EFIje8,48.8836397&2.2312283,2023-11-09T11:00:00.000Z,60,11,,public,true,Détente,3,WQ5S4tuh8AhHhITkAMce3yq8gRm2,3,10,0,0,0,0,3,on-site
LZnd7M0xtiJsc4utlbCU,City KOF,played,captain,ChIJ_2pirmlv5kcRTpGJ0UDn1Y8,48.9155954&2.2963072,2023-11-09T11:00:00.000Z,90,,,public,false,Détente,,RgpXvJe7kZRfLHRxTLIhGMmu0Ef2,10,10,2,0,0,0,0,on-site
XfPnvcCCPeHbO45b7nek,UrbanSoccer - Puteaux,played,captain,ChIJM_sC0-Nk5kcRhL1y_EFIje8,48.8836397&2.2312283,2023-11-09T11:00:00.000Z,60,10,,public,true,Détente,,jV7IvYbIjPQ4xm56MmYUh7G1G3E3,10,10,2,0,0,0,0,on-site
Zfl1AspXYaf6EEcUmG7X,Palais des Sports Maurice Thorez,played,captain,ChIJf7ZDwpNz5kcRZn5FP5AT8lg,48.7931091&2.3943762,2023-11-09T11:00:00.000Z,90,,,public,false,Compétition,3,hW0wMt0biTXpbfJZqxou65Fk7PG2,10,10,2,0,0,0,0,on-site
dFZOM7hbyw1C5ImGAQ0V,LE FIVE Montreuil,published,captain,ChIJJdTQjr0T5kcRZmGxtIJVy44,48.8613034&2.4653099,2023-11-09T11:00:00.000Z,60,7,,public,false,Détente,3,bCrQ5mXqWnTvpDESyKrIuAZjDuR2,9,10,0,0,0,0,0,on-site
iD8l2XxvOwYZ12kjuq1S,Stade Georges Carpentier,played,captain,ChIJDcRAPQZz5kcRRfIYvk9rvQQ,48.8190383&2.3661251,2023-11-09T11:00:00.000Z,120,,,public,false,Compétition,3,YXwnrnnMdnSilVxz08v2HLr4EJC3,16,16,13,0,0,0,19,on-site
sDpAjkR0P1oKTjrf1CNP,Stadium Thiais,played,pro,,48.7511024&2.3713455,2023-11-09T11:00:00.000Z,60,7,,public,false,,,psf3NmXEPwdCltHKJC7VuvJocrF3,10,10,10,0,0,0,2,on-site
EG2iicv4YAAT46jvKzf4,Stade Suzanne Lenglen,played,captain,ChIJvTSVwnVw5kcR9CmKGXIcwtA,48.83045&2.2690241,2023-11-09T11:10:00.000Z,90,,,public,false,Détente,3,Q1D4wQxCwQXnRgdIemz47OapBqe2,16,16,2,0,0,0,4,on-site
Ifj3y3OeuxlMLnhcv8Ky,Gymnase Félix Faure,played,captain,ChIJh1wlXZQN5kcRLNrSwNxEU7c,48.83610299999999&2.5191798,2023-11-09T11:10:00.000Z,90,,,public,false,Détente,2,qFbkQ1I6cegKn6VUPf2VQggtw4k2,10,10,3,0,0,0,1,on-site
yRynJ4FJKySYUu2lxZ4t,LE FIVE Bobigny,canceled,captain,ChIJV8UONORs5kcRXxR5Qd7x130,48.901553&2.4313304,2023-11-09T11:10:00.000Z,60,7,,public,false,Compétition,5,wUgty03FVOOZgb0SZrbOL49y3ht2,10,10,0,0,0,0,0,on-site
MGqOfLNRys099aWLTXTj,Centre Sportif Maryse Hilsz,canceled,captain,ChIJgY6iBYxt5kcRHD7TB4jAHV4,48.8520783&2.4128877,2023-11-09T11:15:00.000Z,150,,,public,false,Compétition,5,1Fkzl7JONMQgLkuJEFE1meNaqUI2,16,16,0,0,0,0,1,on-site
toOFj2IWypH9g5TI5bp2,Parc Sainte Barbe,canceled,captain,ChIJtw301r5w5kcRvRjidiuAyaw,48.7922897&2.2913469,2023-11-09T11:25:00.000Z,120,,,public,false,Détente,4,rzC8A0bd4afb9AWrHKlCPT9461y1,7,16,0,0,0,0,0,on-site
JRn40Hto7mMRQPtZWoYi,LE FIVE Montreuil,published,captain,ChIJJdTQjr0T5kcRZmGxtIJVy44,48.8613034&2.4653099,2023-11-09T11:30:00.000Z,60,7,,private,false,Détente,1,avfHZzuZ2qfedmcln8jvSAxCZ8B2,1,10,0,0,0,0,0,on-site
MbexN6gjmHdKFrVGnv5O,UrbanSoccer - Asnières,published,captain,ChIJi5LkLT9v5kcRSlhScqEFNWs,48.92192379999999&2.3068311,2023-11-09T11:30:00.000Z,60,9,,public,true,Détente,2,dnt7tLMmPLYprSk7ShrRuixjAUs2,9,10,0,0,0,0,0,on-site
ZOFbbnpQMaQC9tbpNV2F,Play Soccer,canceled,captain,ChIJQ-UxZn-5rhIRKWoQydM5T9s,43.5512023&1.4098927,2023-11-09T11:30:00.000Z,60,8,,public,false,,,8LtkeOuZHeePxfkXdNPmQSr7V9L2,8,10,0,0,0,0,0,on-site
Zjl8wW3MjNlBPUrVzPtt,Stade Georges Racine,played,captain,ChIJDZg5z11v5kcRk4jjPZYQShs,48.9063715&2.3127112,2023-11-09T11:30:00.000Z,60,,,public,false,Détente,2,vohBq3XTlXON0RPQ67cG5M7EkSB2,14,14,4,0,0,0,0,on-site
fc5lsAiMtzssxbuILIc2,Tours Foot Indoor Ex Le Five,published,captain,ChIJ_W2Q_SPV_EcRj3zLt_rpEw4,47.4324282&0.6918124,2023-11-09T11:30:00.000Z,60,6,,public,false,Détente,3,YogQymUoc8gEMkobBreSLqh1mZz2,9,10,0,0,0,0,0,on-site
phVzq4uqfXDZjIno0TwT,FOOT IN FIVE - ÉPINAY-SUR-SEINE,published,pro,,48.9552257&2.3328346,2023-11-09T11:30:00.000Z,60,6,,public,false,,,fSh9muNltcVTK0WIVstxyAAnx7V2,1,10,0,0,0,0,0,on-site
RpN8iASwmHZ9K3qTsU68,UrbanSoccer La Défense,played,captain,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2023-11-09T12:00:00.000Z,60,5,,public,true,Détente,3,anlrXpXSFdhPt5APX5MhOPj45Ht2,10,10,4,0,0,0,0,on-site
aGNj64qf9jibSHWL9LeY,UrbanSoccer - Lille Lezennes,published,captain,ChIJR3ro5nTWwkcRfM_S3Be9HjI,50.6169533&3.0995426,2023-11-09T13:45:00.000Z,60,5,,public,true,Détente,3,4nesmp6e1nMoe4LkhXUygD1NDY13,6,10,0,0,0,0,1,on-site
1mpHZj71GzwoXwVO8lIj,Stadium Thiais,published,pro,,48.7511024&2.3713455,2023-11-09T14:00:00.000Z,90,8,,public,false,,,psf3NmXEPwdCltHKJC7VuvJocrF3,1,10,0,0,0,0,1,on-site
0muMhvrlrvLFn50XLk7y,Stadium Thiais,played,pro,,48.7511024&2.3713455,2023-11-09T15:00:00.000Z,90,8,,public,false,,,psf3NmXEPwdCltHKJC7VuvJocrF3,10,10,5,1,0,1,0,on-site
HNwWJU27U4Rc1aVFhidP,Top Ten,published,pro,ChIJfXprBx4b5kcRmhe-5pLZUek,48.8729106&2.6840919,2023-11-09T15:30:00.000Z,90,5,,public,false,,,i27253AGxOfXgYJK72sBnvUGuMk2,0,10,0,0,0,0,0,on-site
9ybxH1LOXcP0iH0QbvgN,LE FIVE Paris 18,played,pro,,48.8978522&2.3700234,2023-11-09T16:00:00.000Z,60,5,,public,false,,,UQf33jQhVZhle917nO0h7D5qclV2,10,10,8,0,0,0,2,on-site
GkxgPBdUc5tRMSK9GIo4,LE FIVE Paris 17,published,pro,,48.900032&2.3213449,2023-11-09T16:00:00.000Z,60,5,,public,false,,,V6mqbc9C8FNa1RQlUupjeoqOsZL2,3,10,0,0,0,0,2,on-site
bYjTfzNyHffntzVyW4U3,Top Ten,played,pro,ChIJfXprBx4b5kcRmhe-5pLZUek,48.8729106&2.6840919,2023-11-09T16:00:00.000Z,90,5,,public,false,,,i27253AGxOfXgYJK72sBnvUGuMk2,10,10,8,0,0,0,3,on-site
mwlyGMoXPvL6w8xlZtYM,LE FIVE Créteil,published,pro,,48.7643086&2.4706522,2023-11-09T16:00:00.000Z,60,7,,public,false,,,ZmXMWx7aTdPoPkkGOWa2HIQVblq2,0,10,0,0,0,0,0,on-site
tiwgP9peF1MD2GDOdwZX,Top Ten,played,pro,,48.8729106&2.6840919,2023-11-09T16:00:00.000Z,90,5,,public,false,,,i27253AGxOfXgYJK72sBnvUGuMk2,10,10,8,0,0,0,7,on-site
bDG0Ry4OZ4fSUWUwUKf7,Centre Sportif Château des Rentiers,played,captain,ChIJO5fggYlx5kcRxxoWyklqufI,48.830473&2.3623587,2023-11-09T16:30:00.000Z,90,,,public,false,Compétition,4,6ebFAfQWfLMWsZahPxNAmZn2Hsy2,10,10,8,0,0,0,5,on-site
dg7oY5lBmwJR5GKOwDEg,Stadium Thiais,published,pro,,48.7511024&2.3713455,2023-11-09T16:30:00.000Z,90,10,,public,false,,,psf3NmXEPwdCltHKJC7VuvJocrF3,0,10,0,0,0,0,0,on-site
TTZRIQcHbjIY1XuuSfgi,Parc Interdépartemental des Sports du Tremblay,played,captain,,48.8281085&2.491365,2023-11-09T16:45:00.000Z,90,,,private,false,Compétition,4,OKSK9YmBnhPYPn6fchCcUo9A2Mt2,18,18,0,0,0,0,0,on-site
7D1vOOMDWStL9zylc1mP,Z5 Aix,played,captain,ChIJKb-U_9KSyRIRKIFKbH5mW18,43.4787869&5.3969048,2023-11-09T17:00:00.000Z,60,11,,public,false,Détente,2,BGOsIStBJER5x6EZGVgU1FKMGZj1,10,10,3,0,0,0,0,on-site
99gvb9QxHhVUyZ9kyjHN,Foot POWER 5,played,pro,,48.960066&2.2061913,2023-11-09T17:00:00.000Z,90,5,,public,false,,,sss3dYi6nzWd7rEjwcQ30LGKudj1,10,10,6,0,0,0,5,on-site
A3dBwL4GYTwrG7fJdgxt,Game 13 foot indoor,played,captain,ChIJNSDvlsXryRIRUXao9hwB79I,43.41258939999999&5.366617,2023-11-09T17:00:00.000Z,60,10,,public,false,Détente,3,6cStBbxapIXB7rVJZVt4nYpeQzh2,10,10,3,0,0,0,3,on-site
WH2Ka1f5qra3Q4QEwUSp,UrbanSoccer - Lyon Parilly,played,captain,ChIJx3FQWjLC9EcRrrQb2eV7i_4,45.7120399&4.9039284,2023-11-09T17:00:00.000Z,60,10,,public,true,Compétition,4,B6tWZAy3bgTUbyN0CtS7McqaOcW2,10,10,0,0,0,0,1,on-site
aePOsBY9KcuLuA0J6S9m,LE FIVE Paris 18,published,captain,ChIJpVT4_n1u5kcRzji6FdTBXXo,48.8978522&2.3700234,2023-11-09T17:00:00.000Z,60,,,public,true,Détente,3,Yi1kUqzMBVSvNdFZuoZ5voAaPUj2,9,10,0,0,0,0,0,on-site
alsnpvR9U0Spjg2AwfWq,LE FIVE Champigny,published,pro,,48.8194084&2.5251846,2023-11-09T17:00:00.000Z,60,11,,public,false,,,evlV9mUgATYQ5343zpYZvk4w0r03,0,10,0,0,0,0,0,on-site
eGU59oEpJsF4ZAVqw9V9,LE FIVE Villette,played,captain,ChIJTUFnQjps5kcR0pHITLTw1PI,48.9070122&2.3861459,2023-11-09T17:00:00.000Z,60,7,,public,false,Détente,3,bqeicz5n1hc6lsy6O2kxuJezkcG2,10,10,3,0,0,0,1,on-site
gFFLoIMlKRcKxD3txdg3,Sport dans la Ville Rhône-Alpes,played,captain,ChIJoUEDcmvr9EcRILCz6hDCQ2o,45.7811703&4.8081568,2023-11-09T17:00:00.000Z,60,8,,public,false,,3,GmB6XtGvshWTl7ALEuX6bOLOlyI2,10,10,2,0,0,0,0,on-site
h8YFoeAAF9s6MLuRub0r,LE FIVE Valenciennes,published,captain,ChIJs_yKhaPvwkcRtt71kMRaz8A,50.3821465&3.4713322,2023-11-09T17:00:00.000Z,60,8,,public,false,Détente,2,SEDbxVPny9N2afAnwvfRVB7VJ1N2,9,10,0,0,0,0,0,on-site
iHKYWjK93lpR7muf0qEp,LE FIVE Bezons,played,pro,,48.91909&2.2093051,2023-11-09T17:00:00.000Z,60,7,,public,false,,,U3MriTZbPbTUEsU6RtRuHxDMKvg2,10,10,9,0,0,0,1,on-site
kjbWOBNHuvO8QtUz0dos,UrbanSoccer - Puteaux,played,captain,ChIJM_sC0-Nk5kcRhL1y_EFIje8,48.8836397&2.2312283,2023-11-09T17:00:00.000Z,60,,,public,true,Compétition,3,UhfeJ8auYjTBtnfLZXIDKo69XdM2,10,10,2,0,0,0,1,on-site
nJUceOFB799qYxthpftH,UrbanSoccer - Asnières,played,captain,ChIJi5LkLT9v5kcRSlhScqEFNWs,48.92192379999999&2.3068311,2023-11-09T17:00:00.000Z,60,,,public,true,Détente,3,zpq0K5WGbTgvLeB5hOXLME04NID2,10,10,2,0,0,0,0,on-site
omSCt1hncMf6IGLsCpUd,LE FIVE Bobigny,published,pro,,48.901553&2.4313304,2023-11-09T17:00:00.000Z,60,8,,public,false,,,4owi3i7t8EOvFNF6UQvACOpiDRy1,0,10,0,0,0,0,0,on-site
040MLBU2bXcWnGINBKVl,LE FIVE Marville - La Courneuve,canceled,captain,ChIJ2dHdMZxr5kcR0aKYHYsp0pY,48.9364404&2.3869147,2023-11-09T17:30:00.000Z,60,9,,public,false,Compétition,3,c2RD1avAdMUFohS76PhJQf3ZSrb2,4,10,0,0,0,0,0,on-site
0CkRc7K52hLJVC2s3yes,Élite 5 Soccer,canceled,captain,ChIJ5-jfdlZk5kcRYIaELgvikaM,48.9009153&2.2297275,2023-11-09T17:30:00.000Z,60,10,,public,true,Détente,3,Tws3soIvSlQloj8YKkUaHjHmwcs2,7,10,0,0,0,0,0,on-site
0LMenhmAy2eeSQoGY0Hu,Z5 Aix,played,captain,ChIJKb-U_9KSyRIRKIFKbH5mW18,43.4787869&5.3969048,2023-11-09T17:30:00.000Z,60,11,,public,false,Détente,2,mJkBdrQyMIOPXOIqvb9qdGqAWMU2,10,10,2,0,0,0,0,on-site
Sx3qwbbIwCGKCCR7rB6g,FOOT IN FIVE - ÉPINAY-SUR-SEINE,published,pro,,48.9552257&2.3328346,2023-11-09T17:30:00.000Z,90,15,,public,false,,,fSh9muNltcVTK0WIVstxyAAnx7V2,0,10,0,0,0,0,0,on-site
d3uDdl15ac990G2eHrxJ,LE FIVE Marville - La Courneuve,canceled,captain,ChIJ2dHdMZxr5kcR0aKYHYsp0pY,48.9364404&2.3869147,2023-11-09T17:30:00.000Z,60,9,,public,false,Compétition,3,c2RD1avAdMUFohS76PhJQf3ZSrb2,5,10,0,0,0,0,0,on-site
dTNuxXF5cPfOkY73eyTU,LE 5 DE LEGENDE,canceled,captain,ChIJU_aXKN_A9EcRHCY74rI9i4Y,45.7617542&4.9413708,2023-11-09T17:30:00.000Z,60,11,,public,false,Détente,3,wLDvzeqcG1cJPtnopFDSczVFyGs1,10,10,0,0,0,0,0,on-site
osrUnAMqFjX4mToDgrGR,UrbanSoccer - Lille Lezennes,played,captain,ChIJR3ro5nTWwkcRfM_S3Be9HjI,50.6169533&3.0995426,2023-11-09T17:30:00.000Z,60,10,,public,true,Détente,2,mAqvBiSmdROFxjyphpUL9FtbvHm1,10,10,2,0,0,0,2,on-site
xe331jGtkVGqoTLXxC0t,Top Ten,published,pro,ChIJfXprBx4b5kcRmhe-5pLZUek,48.8729106&2.6840919,2023-11-09T17:30:00.000Z,90,16.5,,public,false,,,i27253AGxOfXgYJK72sBnvUGuMk2,0,10,0,0,0,0,0,on-site
cVNeeorLYuYFsXGSuNVa,UrbanSoccer - Quai d'Ivry,played,captain,ChIJfXxYJ0xy5kcRw9xTkF6-FZQ,48.8199815&2.3936307,2023-11-09T17:45:00.000Z,60,13,,public,true,Chill,1,upPvH2Zy6kPK2WKYCfRXOJjXNbB3,10,10,2,0,0,0,2,on-site
jNweGw1DsvYw0dVJTjID,LE PARK Complexe Multisports,canceled,captain,ChIJdUHbID8O5kcRV5lQhiHTvhs,48.8337843&2.5728501,2023-11-09T17:45:00.000Z,60,10,,public,false,Détente,3,XqKE77KP75T9tQkX3sg8AfmykyP2,8,10,0,0,0,0,0,on-site
o1QFh70f4q5DApDAzOxn,Stade Honoré de Balzac,played,captain,ChIJn6By2IBz5kcRqQWA0WfKpYg,48.7771193&2.4003371,2023-11-09T17:45:00.000Z,120,,,private,false,Compétition,5,5v9WX6HkohWW6s4r8BR39p1iJxu1,18,18,8,0,1,0,0,on-site
08EBQbUJcjASvcwf4DaP,Stadium Thiais,canceled,captain,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2023-11-09T18:00:00.000Z,90,15,,public,false,Compétition,5,NtxwYn6BI6MEfatMmrmZRUG2h742,6,12,0,0,0,0,0,on-site
7YbuRLTvgpCQuM1EEue8,UrbanSoccer - Porte d'Aubervilliers,played,captain,ChIJ0dXjDCZs5kcRvX0EpMwxsUY,48.9074912&2.3746518,2023-11-09T18:00:00.000Z,90,20,,public,true,Détente,3,G8mUuWdpvyRMd7WcoRFkLn8r7TZ2,10,10,2,0,0,0,0,on-site
BC3xYcxbit4IFU8uWNgW,LE FIVE Bezons,played,captain,ChIJ71Mv0Wpk5kcRg-H9x7L-dXo,48.9190524&2.211796,2023-11-09T18:00:00.000Z,60,11,,public,true,Compétition,3,gYgh44IHU9OuBsPW427PtSGr2UA3,10,10,1,0,0,0,0,on-site
BkcRwwC0hb2ro7iM07ns,UrbanSoccer La Défense,played,captain,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2023-11-09T18:00:00.000Z,90,21.75,,public,true,Détente,3,fd2VfANH3nTtyKyt1v2m07qSijs2,10,10,5,0,0,0,1,on-site
H6j8VpYeMUStWn56DbyL,UrbanSoccer La Défense,canceled,captain,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2023-11-09T18:00:00.000Z,60,15,,public,true,Détente,2,Zaj3cG5uzBZ6yZ29vdZBsIXGc412,3,10,0,0,0,0,0,on-site
HgkMejJGtJGfYNqGKa8e,Sport dans la Ville Rhône-Alpes,played,captain,ChIJoUEDcmvr9EcRILCz6hDCQ2o,45.7811703&4.8081568,2023-11-09T18:00:00.000Z,60,9,,public,false,Détente,2,5OyNK2k8iHaaigPYzgPLblYxNUC2,10,10,4,0,0,0,2,on-site
PjJjSPZCWKtw4jvOcbsG,UrbanSoccer - Toulouse Montaudran,canceled,captain,ChIJl772e0u8rhIR2foRX4Xa2CI,43.574642&1.4801835,2023-11-09T18:00:00.000Z,60,11.5,,public,true,Détente,3,3wzChApxc2NpBUNYkwEz8hk8NDZ2,8,10,0,0,0,0,0,on-site
QDoxxEt1n1KYdyg1MUpP,Stadium Thiais,canceled,captain,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2023-11-09T18:00:00.000Z,90,15,,public,false,Compétition,5,NtxwYn6BI6MEfatMmrmZRUG2h742,6,10,0,0,0,0,0,on-site
QL1UQEnTyWyubAVNGy8O,Le CR5,published,captain,ChIJnVE47IHn5UcRr5XRwCaPE38,48.5655349&2.4533388,2023-11-09T18:00:00.000Z,60,10,,public,false,Détente,3,UVPqB0GQ7wN1iwLvk9VlFmssVTd2,1,10,0,0,0,0,0,on-site
QeET83JffetyFVb4K2dU,UrbanSoccer - Quai d'Ivry,canceled,captain,ChIJfXxYJ0xy5kcRw9xTkF6-FZQ,48.8199815&2.3936307,2023-11-09T18:00:00.000Z,60,14.5,,public,true,Détente,1,RVjWh4t0qhXIwbg9HSOo8JXDbW62,8,10,0,0,0,0,0,on-site
RGOWRwxz58oSgSfS1Rpi,UrbanSoccer - Porte d'Aubervilliers,played,captain,ChIJ0dXjDCZs5kcRvX0EpMwxsUY,48.9074912&2.3746518,2023-11-09T18:00:00.000Z,90,,,public,true,Détente,,iQG7lmd0shUUg4TkF1kRZIqsPvq2,10,10,3,0,0,0,0,on-site
W7iiY4MaPLH4eDZk3vHW,Stadium Thiais,played,pro,,48.7511024&2.3713455,2023-11-09T18:00:00.000Z,90,15,,public,false,,,psf3NmXEPwdCltHKJC7VuvJocrF3,10,10,6,2,0,0,3,on-site
YydPOXs02uz0pIYBQsXR,UrbanSoccer - Toulouse Sept Deniers,canceled,captain,,43.6321552&1.411696,2023-11-09T18:00:00.000Z,60,,,public,false,Détente,3,raPu4ZLoUMa31f62hfT7tlsytji1,7,10,0,0,0,0,0,on-site
gS44W1WmuGwjyQhYDs2Q,UrbanSoccer - Porte d'Aubervilliers,played,captain,ChIJ0dXjDCZs5kcRvX0EpMwxsUY,48.9074912&2.3746518,2023-11-09T18:00:00.000Z,60,14,,public,true,Détente,3,tBI2zJtDwVMp6L7ZloF0ENsbUji2,10,10,2,0,0,0,1,on-site
iYfV14xlyuxyEgoSfCr4,UrbanSoccer - Toulouse Sept Deniers,canceled,captain,,43.6321552&1.411696,2023-11-09T18:00:00.000Z,60,,,public,false,Détente,3,raPu4ZLoUMa31f62hfT7tlsytji1,7,10,0,0,0,0,0,on-site
jC8jYlaZ2a8JyBQJbknQ,Play Soccer,played,captain,ChIJQ-UxZn-5rhIRKWoQydM5T9s,43.5512023&1.4098927,2023-11-09T18:00:00.000Z,60,10,,public,false,,,8LtkeOuZHeePxfkXdNPmQSr7V9L2,10,10,2,0,0,0,0,on-site
ponpOq18rXZaODbGOzjk,Stade Léo Lagrange,draft,captain,ChIJhVgYCl1y5kcRcPlN_zF5jsE,48.8318837&2.3990002,2023-11-09T18:00:00.000Z,60,,,public,false,,,bsKS0eg06Qgeez3CXFRMDxi2kjt2,0,0,0,0,0,0,0,on-site
qFb6271J8q7QMxzDcz6n,UrbanSoccer Evry,played,captain,ChIJW0Ut1G7e5UcRt621n2fRQ5M,48.6286849&2.4066366,2023-11-09T18:00:00.000Z,60,10.5,,public,true,Détente,2,IM7TSD7CxEaqbJdExKoIjMXsVbt2,10,10,2,0,0,0,2,on-site
